person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status,rate_deviation
100000,RENT,0.0,VENTURE,C,12000,14.26,0.12,Y,0,0.7496574845958666
30000,RENT,3.0,DEBTCONSOLIDATION,D,2400,14.46,0.08,N,1,-0.9445987286452109
36000,RENT,6.0,PERSONAL,D,10000,18.25,0.28,Y,0,2.8454012713547883
102000,RENT,6.0,DEBTCONSOLIDATION,B,18000,11.71,0.18,N,0,0.6752671568627466
75000,RENT,2.0,PERSONAL,A,10000,6.91,0.13,N,0,-0.4251758482653445
38000,MORTGAGE,4.0,EDUCATION,B,8500,10.99,0.22,N,0,-0.04473284313725401
54600,RENT,1.0,DEBTCONSOLIDATION,B,2500,11.89,0.05,N,0,0.8552671568627463
99518,MORTGAGE,20.0,HOMEIMPROVEMENT,A,6000,6.62,0.06,N,0,-0.7151758482653445
30000,RENT,3.0,PERSONAL,C,7000,15.27,0.22,N,0,1.7596574845958664
24000,MORTGAGE,2.0,MEDICAL,A,1800,6.62,0.07,N,0,-0.7151758482653445
75000,RENT,5.0,MEDICAL,B,6000,10.65,0.08,N,0,-0.38473284313725387
81500,MORTGAGE,21.0,EDUCATION,A,7500,6.03,0.09,N,0,-1.3051758482653444
45000,RENT,2.0,DEBTCONSOLIDATION,D,15000,14.74,0.33,Y,1,-0.6645987286452115
24000,OWN,3.0,VENTURE,B,1600,11.12,0.07,N,0,0.085267156862745
48000,RENT,1.0,MEDICAL,A,12000,5.79,0.25,N,0,-1.5451758482653446
68000,RENT,4.0,PERSONAL,A,16000,5.99,0.23,Y,0,-1.3451758482653444
54000,RENT,7.0,DEBTCONSOLIDATION,D,15250,14.96,0.28,N,1,-0.4445987286452109
175000,OWN,6.0,PERSONAL,A,24000,6.17,0.12,N,0,-1.1651758482653447
50000,RENT,5.0,PERSONAL,A,8000,7.29,0.16,N,0,-0.0451758482653446
45000,RENT,0.0,EDUCATION,A,4000,7.88,0.09,N,0,0.5448241517346553
115000,RENT,2.0,PERSONAL,B,25000,11.86,0.22,N,0,0.8252671568627452
38300,RENT,8.0,DEBTCONSOLIDATION,B,12000,9.63,0.31,N,1,-1.4047328431372534
54000,MORTGAGE,10.0,VENTURE,B,5000,10.74,0.09,N,0,-0.294732843137254
65000,MORTGAGE,5.0,PERSONAL,B,10000,10.62,0.15,N,0,-0.414732843137255
36000,RENT,0.0,PERSONAL,B,3000,9.76,0.08,N,1,-1.2747328431372544
36100,RENT,5.0,PERSONAL,D,8000,16.77,0.22,N,0,1.3654012713547878
70000,RENT,6.0,HOMEIMPROVEMENT,A,10000,7.9,0.14,N,0,0.5648241517346557
34000,RENT,5.0,MEDICAL,B,4000,11.86,0.12,N,0,0.8252671568627452
62000,RENT,3.0,PERSONAL,B,10000,9.88,0.16,N,0,-1.1547328431372534
61800,RENT,0.0,PERSONAL,D,1500,15.62,0.02,Y,1,0.21540127135478748
12500,RENT,0.0,PERSONAL,C,2100,13.61,0.17,Y,1,0.09965748459586621
130000,MORTGAGE,5.0,MEDICAL,C,12000,13.61,0.09,Y,0,0.09965748459586621
122000,MORTGAGE,3.0,PERSONAL,B,6000,11.12,0.05,N,0,0.085267156862745
60000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,15000,7.49,0.25,N,0,0.15482415173465558
60000,RENT,18.0,EDUCATION,B,15000,11.86,0.25,N,0,0.8252671568627452
50000,RENT,1.0,EDUCATION,B,4000,12.69,0.08,N,0,1.6552671568627453
26400,RENT,0.0,EDUCATION,C,6000,12.98,0.23,Y,0,-0.5303425154041328
39000,RENT,4.0,EDUCATION,B,5000,9.91,0.13,N,0,-1.124732843137254
50000,RENT,1.0,DEBTCONSOLIDATION,C,6000,12.99,0.12,N,0,-0.520342515404133
70000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,6000,5.42,0.09,N,0,-1.9151758482653447
65000,OWN,8.0,EDUCATION,B,15000,9.99,0.23,N,0,-1.044732843137254
51300,MORTGAGE,2.0,PERSONAL,A,9000,7.51,0.17,N,0,0.17482415173465515
120000,MORTGAGE,3.0,EDUCATION,A,10000,6.92,0.08,N,0,-0.4151758482653447
62000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,10000,13.47,0.16,Y,0,-0.040342515404132584
17280,RENT,1.0,PERSONAL,B,3000,11.11,0.17,N,1,0.07526715686274521
42000,RENT,5.0,PERSONAL,D,10000,14.96,0.24,Y,0,-0.4445987286452109
50000,RENT,3.0,MEDICAL,A,2000,7.9,0.04,N,0,0.5648241517346557
170000,OWN,15.0,MEDICAL,B,21000,12.42,0.12,N,0,1.3852671568627457
91200,MORTGAGE,13.0,MEDICAL,A,6000,6.92,0.07,N,0,-0.4151758482653447
40000,MORTGAGE,6.0,EDUCATION,A,7500,7.9,0.19,N,0,0.5648241517346557
52479,RENT,17.0,PERSONAL,C,6600,14.54,0.13,N,1,1.029657484595866
25000,RENT,2.0,PERSONAL,D,7800,14.42,0.3,Y,1,-0.9845987286452118
80000,RENT,6.0,PERSONAL,C,16000,13.85,0.2,Y,0,0.3396574845958664
25000,OWN,3.0,EDUCATION,A,4000,7.75,0.16,N,0,0.41482415173465537
30000,RENT,0.0,VENTURE,A,4900,7.74,0.16,N,0,0.4048241517346556
39500,RENT,3.0,MEDICAL,C,10000,13.22,0.25,N,0,-0.2903425154041326
48000,MORTGAGE,8.0,EDUCATION,C,14125,13.79,0.29,N,0,0.2796574845958659
66000,RENT,0.0,HOMEIMPROVEMENT,A,8400,7.51,0.13,N,0,0.17482415173465515
98000,MORTGAGE,6.0,EDUCATION,B,25000,10.75,0.26,N,0,-0.2847328431372542
39996,RENT,8.0,MEDICAL,B,6000,10.25,0.15,N,0,-0.7847328431372542
72000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,7500,13.92,0.1,Y,0,0.4096574845958667
55000,RENT,2.0,PERSONAL,B,6000,10.25,0.11,N,0,-0.7847328431372542
86502,RENT,7.0,PERSONAL,A,8000,7.49,0.09,N,0,0.15482415173465558
100000,RENT,3.0,VENTURE,B,10000,12.53,0.1,N,0,1.4952671568627451
52000,RENT,16.0,EDUCATION,B,7000,10.99,0.13,N,0,-0.04473284313725401
60000,RENT,23.0,DEBTCONSOLIDATION,A,6000,7.37,0.1,N,0,0.03482415173465547
120000,MORTGAGE,6.0,EDUCATION,A,15000,8.9,0.13,N,0,1.5648241517346557
132000,MORTGAGE,4.0,MEDICAL,A,8000,7.29,0.06,N,0,-0.0451758482653446
62400,RENT,0.0,VENTURE,A,8000,6.91,0.13,N,0,-0.4251758482653445
110000,RENT,3.0,VENTURE,C,5000,12.99,0.05,N,0,-0.520342515404133
40000,MORTGAGE,12.0,MEDICAL,A,4000,6.62,0.1,N,0,-0.7151758482653445
53000,RENT,5.0,MEDICAL,C,15000,13.16,0.28,N,0,-0.3503425154041331
58000,RENT,2.0,VENTURE,D,10000,14.09,0.17,N,1,-1.3145987286452119
80000,MORTGAGE,9.0,EDUCATION,A,10000,7.49,0.13,N,0,0.15482415173465558
54996,RENT,2.0,DEBTCONSOLIDATION,A,12000,8.94,0.22,N,0,1.6048241517346549
67000,RENT,2.0,PERSONAL,C,10000,13.11,0.15,Y,0,-0.4003425154041338
63300,RENT,3.0,EDUCATION,A,9000,6.92,0.14,N,0,-0.4151758482653447
76800,MORTGAGE,3.0,DEBTCONSOLIDATION,E,12500,15.95,0.17,Y,1,-0.9809613478691794
37680,RENT,1.0,MEDICAL,G,15000,19.82,0.4,N,1,-0.5075757575757578
25200,RENT,1.0,PERSONAL,C,6000,13.48,0.24,N,0,-0.030342515404132797
80000,RENT,6.0,PERSONAL,C,10000,13.57,0.13,Y,0,0.05965748459586706
25200,RENT,2.0,MEDICAL,C,4000,14.26,0.16,Y,0,0.7496574845958666
140000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,12000,12.69,0.09,N,0,1.6552671568627453
60000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,10.62,0.2,N,0,-0.414732843137255
40000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6000,8.49,0.15,N,0,1.1548241517346556
89018,MORTGAGE,7.0,HOMEIMPROVEMENT,C,5800,11.97,0.07,Y,0,-1.5403425154041326
55000,RENT,2.0,PERSONAL,A,9000,6.62,0.16,N,0,-0.7151758482653445
33000,OWN,1.0,EDUCATION,B,10000,12.18,0.3,N,0,1.1452671568627455
80000,MORTGAGE,11.0,VENTURE,A,7000,6.99,0.09,N,0,-0.3451758482653444
48000,RENT,5.0,EDUCATION,D,20000,17.49,0.43,N,1,2.0854012713547867
24000,RENT,0.0,MEDICAL,A,6500,6.03,0.26,N,0,-1.3051758482653444
120000,MORTGAGE,4.0,PERSONAL,B,15000,10.99,0.13,N,0,-0.04473284313725401
60000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,15000,12.21,0.25,N,0,1.1752671568627466
30000,RENT,1.0,DEBTCONSOLIDATION,D,2000,15.99,0.07,Y,1,0.5854012713547885
75000,RENT,15.0,DEBTCONSOLIDATION,C,21000,14.65,0.29,N,0,1.1396574845958671
70000,RENT,0.0,EDUCATION,C,8000,13.72,0.11,Y,0,0.20965748459586742
35000,RENT,2.0,EDUCATION,C,8000,13.85,0.23,Y,0,0.3396574845958664
48686,RENT,4.0,PERSONAL,D,3000,14.61,0.06,N,0,-0.7945987286452123
36000,RENT,5.0,EDUCATION,A,3000,7.88,0.08,N,0,0.5448241517346553
60000,OWN,11.0,VENTURE,A,10000,8.9,0.17,N,0,1.5648241517346557
45000,MORTGAGE,5.0,MEDICAL,C,7600,12.73,0.17,N,0,-0.7803425154041328
66500,OWN,11.0,VENTURE,A,5000,7.75,0.08,N,0,0.41482415173465537
55680,MORTGAGE,9.0,DEBTCONSOLIDATION,C,4000,12.73,0.07,N,0,-0.7803425154041328
55000,MORTGAGE,3.0,EDUCATION,A,13000,7.88,0.24,N,0,0.5448241517346553
31500,RENT,5.0,MEDICAL,A,15000,8.9,0.47,N,1,1.5648241517346557
57000,RENT,1.0,EDUCATION,B,2500,10.59,0.04,N,0,-0.44473284313725436
65000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,5000,13.99,0.08,N,0,0.479657484595867
35000,RENT,3.0,MEDICAL,C,4200,12.99,0.12,N,0,-0.520342515404133
55000,MORTGAGE,9.0,MEDICAL,A,12000,6.03,0.22,N,0,-1.3051758482653444
39000,RENT,7.0,PERSONAL,C,9600,13.57,0.25,N,1,0.05965748459586706
53000,RENT,10.0,EDUCATION,B,5100,10.37,0.1,N,0,-0.664732843137255
33000,RENT,1.0,EDUCATION,C,5000,12.99,0.15,Y,0,-0.520342515404133
175000,MORTGAGE,1.0,HOMEIMPROVEMENT,E,15000,14.18,0.07,Y,0,-2.750961347869179
48000,RENT,3.0,MEDICAL,B,8000,10.99,0.17,N,1,-0.04473284313725401
150000,RENT,11.0,MEDICAL,A,25000,6.99,0.17,N,0,-0.3451758482653444
85000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,9.88,0.29,N,0,-1.1547328431372534
57000,RENT,0.0,VENTURE,B,13000,11.71,0.23,N,0,0.6752671568627466
50000,RENT,3.0,PERSONAL,B,4000,11.86,0.08,N,0,0.8252671568627452
72000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10500,8.94,0.15,N,0,1.6048241517346549
114000,MORTGAGE,15.0,PERSONAL,D,6000,12.49,0.05,Y,0,-2.9145987286452115
100000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,7000,9.62,0.07,N,0,-1.414732843137255
70000,MORTGAGE,6.0,EDUCATION,B,4000,10.99,0.06,N,0,-0.04473284313725401
37000,RENT,5.0,PERSONAL,C,7000,12.61,0.19,Y,0,-0.9003425154041338
60000,RENT,4.0,HOMEIMPROVEMENT,D,10000,14.59,0.17,Y,0,-0.8145987286452119
30000,OWN,0.0,VENTURE,D,8000,15.95,0.27,Y,0,0.5454012713547876
78000,RENT,4.0,DEBTCONSOLIDATION,B,3200,11.48,0.04,N,0,0.4452671568627462
36000,MORTGAGE,7.0,EDUCATION,B,10000,10.65,0.28,N,0,-0.38473284313725387
70000,MORTGAGE,3.0,EDUCATION,A,12000,7.9,0.17,N,0,0.5648241517346557
46000,OWN,1.0,EDUCATION,B,10000,9.99,0.22,N,0,-1.044732843137254
39000,RENT,1.0,MEDICAL,D,16000,14.61,0.41,Y,1,-0.7945987286452123
42000,RENT,13.0,MEDICAL,D,2500,14.09,0.06,N,1,-1.3145987286452119
45000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4000,7.88,0.09,N,0,0.5448241517346553
50000,MORTGAGE,4.0,MEDICAL,A,5000,6.17,0.1,N,0,-1.1651758482653447
80000,MORTGAGE,1.0,PERSONAL,B,15000,11.83,0.19,N,0,0.7952671568627458
72000,MORTGAGE,7.0,EDUCATION,C,10000,13.85,0.14,Y,0,0.3396574845958664
90000,MORTGAGE,2.0,EDUCATION,B,8500,10.99,0.09,N,0,-0.04473284313725401
75000,RENT,0.0,VENTURE,B,15000,11.48,0.2,N,0,0.4452671568627462
42000,RENT,6.0,EDUCATION,C,8000,15.23,0.19,N,0,1.7196574845958672
95000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4000,11.99,0.04,N,0,0.955267156862746
81996,MORTGAGE,9.0,PERSONAL,A,10000,9.63,0.12,N,0,2.294824151734656
38000,RENT,5.0,PERSONAL,C,9000,13.22,0.24,Y,0,-0.2903425154041326
63000,MORTGAGE,7.0,PERSONAL,B,7500,10.75,0.12,N,0,-0.2847328431372542
90522,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10500,6.91,0.12,N,0,-0.4251758482653445
72000,MORTGAGE,11.0,EDUCATION,A,18000,7.88,0.25,N,0,0.5448241517346553
175000,RENT,3.0,DEBTCONSOLIDATION,C,9000,12.99,0.03,Y,0,-0.520342515404133
70000,MORTGAGE,2.0,EDUCATION,C,10000,14.27,0.14,Y,0,0.7596574845958664
52000,RENT,8.0,MEDICAL,A,10000,7.51,0.19,N,0,0.17482415173465515
110000,MORTGAGE,2.0,EDUCATION,A,6000,7.49,0.05,N,0,0.15482415173465558
50000,RENT,7.0,PERSONAL,A,6000,6.54,0.12,N,0,-0.7951758482653446
30000,RENT,2.0,MEDICAL,A,3000,6.92,0.1,N,0,-0.4151758482653447
24000,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.99,0.21,N,0,-0.04473284313725401
72000,RENT,0.0,MEDICAL,B,14000,10.37,0.19,N,0,-0.664732843137255
75000,RENT,3.0,HOMEIMPROVEMENT,C,12000,13.49,0.16,Y,0,-0.02034251540413301
44000,OTHER,5.0,VENTURE,B,7500,10.08,0.17,N,0,-0.9547328431372542
55000,RENT,2.0,PERSONAL,A,3600,7.51,0.07,N,0,0.17482415173465515
38400,RENT,5.0,DEBTCONSOLIDATION,A,13000,8.49,0.34,N,1,1.1548241517346556
24000,RENT,3.0,MEDICAL,B,2400,10.74,0.1,N,0,-0.294732843137254
50400,RENT,2.0,VENTURE,B,5000,10.37,0.1,N,0,-0.664732843137255
72000,OWN,6.0,HOMEIMPROVEMENT,B,16000,10.37,0.22,N,0,-0.664732843137255
32004,RENT,4.0,MEDICAL,C,4800,14.35,0.15,N,0,0.8396574845958664
33000,RENT,5.0,EDUCATION,A,12000,7.29,0.36,N,1,-0.0451758482653446
81360,MORTGAGE,5.0,MEDICAL,A,5000,7.14,0.06,N,0,-0.19517584826534495
41000,RENT,6.0,MEDICAL,B,5000,11.99,0.12,N,0,0.955267156862746
100000,RENT,1.0,DEBTCONSOLIDATION,B,18000,11.11,0.18,N,0,0.07526715686274521
83000,RENT,3.0,PERSONAL,D,20000,14.42,0.24,N,0,-0.9845987286452118
68000,RENT,11.0,VENTURE,C,20000,13.99,0.29,Y,0,0.479657484595867
60000,MORTGAGE,6.0,MEDICAL,B,6000,11.49,0.1,N,0,0.455267156862746
175000,MORTGAGE,0.0,VENTURE,C,2800,14.65,0.13,Y,0,1.1396574845958671
68000,MORTGAGE,4.0,PERSONAL,A,1000,8.0,0.01,N,0,0.6648241517346554
100000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,15000,12.04,0.15,N,0,-1.470342515404134
140000,MORTGAGE,12.0,HOMEIMPROVEMENT,E,24000,16.45,0.17,Y,0,-0.48096134786917943
50000,MORTGAGE,0.0,EDUCATION,C,3125,13.22,0.06,Y,0,-0.2903425154041326
30000,RENT,4.0,PERSONAL,A,6600,9.32,0.22,N,0,1.9848241517346557
140000,MORTGAGE,3.0,VENTURE,B,25000,11.49,0.18,N,0,0.455267156862746
30000,RENT,0.0,VENTURE,B,5600,9.76,0.19,N,0,-1.2747328431372544
60000,MORTGAGE,14.0,MEDICAL,B,6000,11.26,0.1,N,0,0.22526715686274557
100000,RENT,3.0,PERSONAL,C,5000,12.84,0.05,Y,0,-0.6703425154041334
50000,MORTGAGE,8.0,VENTURE,B,6000,9.99,0.12,N,0,-1.044732843137254
38000,RENT,6.0,EDUCATION,B,8400,11.71,0.22,N,0,0.6752671568627466
30000,MORTGAGE,6.0,MEDICAL,A,4000,6.62,0.13,N,0,-0.7151758482653445
35000,RENT,0.0,EDUCATION,B,10000,10.95,0.29,N,0,-0.08473284313725493
28800,RENT,1.0,PERSONAL,D,6250,16.32,0.22,Y,1,0.9154012713547885
94500,MORTGAGE,2.0,VENTURE,B,14000,10.65,0.15,N,0,-0.38473284313725387
28800,RENT,1.0,PERSONAL,A,4200,8.9,0.15,N,0,1.5648241517346557
70834,RENT,4.0,PERSONAL,C,20000,12.21,0.28,N,0,-1.3003425154041324
80000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,7.9,0.19,N,0,0.5648241517346557
60000,RENT,1.0,EDUCATION,C,6000,12.29,0.1,N,0,-1.220342515404134
38748,RENT,1.0,PERSONAL,A,3000,7.4,0.08,N,0,0.06482415173465572
100000,MORTGAGE,7.0,VENTURE,C,5000,13.06,0.05,Y,0,-0.4503425154041327
40000,MORTGAGE,6.0,MEDICAL,A,5000,6.03,0.13,N,0,-1.3051758482653444
87800,RENT,5.0,VENTURE,F,15175,21.74,0.17,N,0,3.129060402684562
98000,RENT,6.0,MEDICAL,C,6000,12.99,0.06,N,0,-0.520342515404133
54528,MORTGAGE,7.0,VENTURE,A,10000,7.74,0.18,N,0,0.4048241517346556
85000,RENT,3.0,MEDICAL,B,12000,10.37,0.14,N,0,-0.664732843137255
143000,RENT,1.0,EDUCATION,B,7000,10.36,0.05,N,0,-0.6747328431372548
50000,RENT,0.0,EDUCATION,C,5000,13.49,0.1,Y,0,-0.02034251540413301
171194,MORTGAGE,7.0,VENTURE,B,25000,10.99,0.15,N,0,-0.04473284313725401
82000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,10000,7.88,0.12,N,0,0.5448241517346553
60000,RENT,3.0,EDUCATION,B,10000,11.49,0.17,N,0,0.455267156862746
28800,RENT,2.0,PERSONAL,B,1000,10.65,0.03,N,0,-0.38473284313725387
40000,RENT,3.0,DEBTCONSOLIDATION,A,4800,8.9,0.12,N,0,1.5648241517346557
90000,MORTGAGE,6.0,PERSONAL,A,5000,7.49,0.06,N,0,0.15482415173465558
140000,MORTGAGE,3.0,VENTURE,A,5000,7.9,0.04,N,0,0.5648241517346557
120000,MORTGAGE,6.0,EDUCATION,A,12000,8.94,0.1,N,0,1.6048241517346549
45000,RENT,2.0,EDUCATION,A,7000,7.29,0.16,N,0,-0.0451758482653446
40000,RENT,2.0,EDUCATION,B,8000,10.65,0.2,N,0,-0.38473284313725387
72000,RENT,5.0,EDUCATION,C,7500,11.78,0.1,N,0,-1.7303425154041339
50000,RENT,3.0,MEDICAL,A,15000,7.9,0.3,N,0,0.5648241517346557
36000,RENT,7.0,PERSONAL,B,5000,9.91,0.14,N,1,-1.124732843137254
85800,OWN,10.0,PERSONAL,C,17000,13.79,0.2,N,0,0.2796574845958659
91228,MORTGAGE,7.0,MEDICAL,A,12000,7.49,0.13,N,0,0.15482415173465558
73500,RENT,0.0,PERSONAL,C,5000,15.96,0.07,Y,0,2.4496574845958676
93500,MORTGAGE,7.0,EDUCATION,A,8000,6.99,0.08,N,0,-0.3451758482653444
28800,RENT,0.0,EDUCATION,A,8000,8.9,0.28,N,0,1.5648241517346557
70000,RENT,4.0,HOMEIMPROVEMENT,A,9600,5.42,0.14,N,0,-1.9151758482653447
84996,RENT,5.0,MEDICAL,A,3500,7.68,0.04,N,0,0.3448241517346551
45000,RENT,2.0,EDUCATION,C,6000,14.72,0.13,Y,0,1.2096574845958674
72000,MORTGAGE,6.0,MEDICAL,B,3500,10.65,0.05,N,0,-0.38473284313725387
50000,MORTGAGE,0.0,PERSONAL,A,5400,7.14,0.11,N,0,-0.19517584826534495
70000,MORTGAGE,1.0,PERSONAL,A,17000,7.49,0.24,N,0,0.15482415173465558
50000,OWN,13.0,VENTURE,B,12000,10.99,0.24,N,0,-0.04473284313725401
85000,MORTGAGE,8.0,PERSONAL,A,8500,7.51,0.1,N,0,0.17482415173465515
69000,MORTGAGE,3.0,PERSONAL,D,18250,16.02,0.26,N,0,0.6154012713547878
120000,MORTGAGE,18.0,MEDICAL,A,8000,6.99,0.07,N,0,-0.3451758482653444
49152,RENT,2.0,EDUCATION,C,6000,13.79,0.12,N,0,0.2796574845958659
55000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12000,7.49,0.22,N,0,0.15482415173465558
90000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,20000,11.11,0.22,N,0,0.07526715686274521
75000,RENT,14.0,EDUCATION,B,5000,12.42,0.07,N,0,1.3852671568627457
125000,MORTGAGE,10.0,MEDICAL,A,10000,7.51,0.08,N,0,0.17482415173465515
37920,RENT,4.0,PERSONAL,B,12000,12.42,0.32,N,1,1.3852671568627457
78000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,25000,7.9,0.32,N,0,0.5648241517346557
95000,MORTGAGE,14.0,VENTURE,A,4400,8.9,0.05,N,0,1.5648241517346557
50000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7000,8.94,0.14,N,0,1.6048241517346549
54000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,4000,7.88,0.07,N,0,0.5448241517346553
120000,MORTGAGE,4.0,EDUCATION,B,12000,10.99,0.1,N,0,-0.04473284313725401
46000,OWN,3.0,PERSONAL,B,3000,10.99,0.07,N,0,-0.04473284313725401
175000,RENT,2.0,VENTURE,B,12000,11.48,0.05,N,0,0.4452671568627462
33600,RENT,0.0,VENTURE,D,5400,14.74,0.15,Y,1,-0.6645987286452115
59880,RENT,2.0,EDUCATION,B,15000,11.83,0.25,N,0,0.7952671568627458
24000,RENT,5.0,DEBTCONSOLIDATION,D,7000,16.49,0.29,Y,1,1.0854012713547867
120000,MORTGAGE,6.0,HOMEIMPROVEMENT,F,23000,18.25,0.19,N,0,-0.36093959731543634
40000,MORTGAGE,4.0,VENTURE,B,12500,11.49,0.3,N,0,0.455267156862746
65400,MORTGAGE,0.0,VENTURE,C,20000,13.11,0.31,Y,0,-0.4003425154041338
90000,MORTGAGE,9.0,MEDICAL,B,4500,10.74,0.05,N,0,-0.294732843137254
82500,RENT,7.0,EDUCATION,A,5000,8.49,0.06,N,0,1.1548241517346556
46000,RENT,7.0,VENTURE,B,4000,11.49,0.09,N,0,0.455267156862746
80000,MORTGAGE,7.0,PERSONAL,B,12000,9.25,0.15,N,0,-1.7847328431372542
57996,RENT,4.0,DEBTCONSOLIDATION,B,7500,12.53,0.13,N,0,1.4952671568627451
45727,RENT,1.0,DEBTCONSOLIDATION,C,1000,14.22,0.02,Y,0,0.7096574845958674
24000,RENT,0.0,EDUCATION,B,5000,11.14,0.21,N,0,0.10526715686274635
54000,MORTGAGE,4.0,PERSONAL,D,8000,14.09,0.15,Y,1,-1.3145987286452119
101000,OWN,3.0,PERSONAL,B,24250,12.53,0.24,N,0,1.4952671568627451
55000,OWN,6.0,MEDICAL,C,6000,13.16,0.11,Y,0,-0.3503425154041331
70000,RENT,6.0,PERSONAL,B,16000,12.42,0.23,N,0,1.3852671568627457
75000,MORTGAGE,10.0,PERSONAL,A,15000,7.88,0.2,N,0,0.5448241517346553
65004,RENT,4.0,MEDICAL,B,4800,9.99,0.07,N,0,-1.044732843137254
59000,MORTGAGE,1.0,EDUCATION,E,12000,16.0,0.2,N,1,-0.9309613478691787
117000,MORTGAGE,3.0,VENTURE,A,11000,7.49,0.09,N,0,0.15482415173465558
80000,RENT,4.0,VENTURE,A,14000,6.03,0.17,N,0,-1.3051758482653444
41100,OWN,2.0,EDUCATION,A,4000,5.42,0.1,N,0,-1.9151758482653447
45000,RENT,10.0,DEBTCONSOLIDATION,B,11200,10.99,0.25,N,0,-0.04473284313725401
143000,MORTGAGE,10.0,EDUCATION,B,10000,11.99,0.07,N,1,0.955267156862746
70000,RENT,3.0,EDUCATION,C,5000,13.49,0.07,Y,0,-0.02034251540413301
53000,RENT,0.0,VENTURE,A,10000,8.59,0.19,N,0,1.2548241517346552
140000,MORTGAGE,9.0,PERSONAL,B,10000,9.99,0.07,N,0,-1.044732843137254
50361,RENT,6.0,EDUCATION,B,12000,12.69,0.24,N,0,1.6552671568627453
40000,RENT,0.0,PERSONAL,B,5000,10.59,0.13,N,0,-0.44473284313725436
35004,RENT,8.0,DEBTCONSOLIDATION,D,8000,14.96,0.23,N,1,-0.4445987286452109
60000,RENT,7.0,EDUCATION,B,25000,10.65,0.42,N,1,-0.38473284313725387
30000,RENT,2.0,HOMEIMPROVEMENT,C,2400,13.22,0.08,Y,1,-0.2903425154041326
28896,MORTGAGE,2.0,DEBTCONSOLIDATION,C,11000,12.73,0.37,Y,0,-0.7803425154041328
30000,RENT,0.0,VENTURE,B,11325,11.49,0.36,N,1,0.455267156862746
40000,RENT,8.0,EDUCATION,C,10000,12.73,0.25,Y,0,-0.7803425154041328
48000,MORTGAGE,3.0,VENTURE,C,20000,13.06,0.42,N,1,-0.4503425154041327
90000,MORTGAGE,11.0,MEDICAL,A,12000,7.88,0.13,N,0,0.5448241517346553
50000,RENT,2.0,PERSONAL,C,3000,13.47,0.06,N,0,-0.040342515404132584
108000,MORTGAGE,7.0,PERSONAL,B,14000,11.14,0.13,N,0,0.10526715686274635
52000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,12000,11.71,0.23,N,0,0.6752671568627466
84906,MORTGAGE,11.0,DEBTCONSOLIDATION,C,4500,12.53,0.05,N,0,-0.9803425154041339
72000,MORTGAGE,6.0,EDUCATION,A,18000,7.66,0.25,N,0,0.3248241517346555
60000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,12000,12.84,0.2,N,0,-0.6703425154041334
36000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5600,7.51,0.16,N,0,0.17482415173465515
27000,RENT,0.0,MEDICAL,C,7500,11.34,0.29,Y,0,-2.1703425154041334
59000,RENT,12.0,MEDICAL,C,9000,13.49,0.15,N,0,-0.02034251540413301
62000,RENT,6.0,VENTURE,A,12000,8.49,0.19,N,0,1.1548241517346556
39000,MORTGAGE,6.0,EDUCATION,D,5000,15.7,0.13,Y,0,0.29540127135478755
56000,RENT,1.0,EDUCATION,B,6000,10.74,0.11,N,0,-0.294732843137254
40000,OWN,7.0,VENTURE,B,6400,10.37,0.16,N,0,-0.664732843137255
38100,RENT,1.0,EDUCATION,A,3600,7.37,0.09,N,0,0.03482415173465547
30000,RENT,2.0,DEBTCONSOLIDATION,B,7500,11.14,0.25,N,0,0.10526715686274635
65000,RENT,5.0,EDUCATION,A,7000,9.32,0.11,N,0,1.9848241517346557
44000,RENT,5.0,MEDICAL,A,4000,7.88,0.09,N,0,0.5448241517346553
74000,RENT,8.0,VENTURE,B,30000,11.49,0.4,N,1,0.455267156862746
