person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status
55000,MORTGAGE,9.0,MEDICAL,A,12000,6.03,0.22,N,0
39000,RENT,7.0,PERSONAL,C,9600,13.57,0.25,N,1
53000,RENT,10.0,EDUCATION,B,5100,10.37,0.1,N,0
33000,RENT,1.0,EDUCATION,C,5000,12.99,0.15,Y,0
175000,MORTGAGE,1.0,HOMEIMPROVEMENT,E,15000,14.18,0.07,Y,0
48000,RENT,3.0,MEDICAL,B,8000,10.99,0.17,N,1
150000,RENT,11.0,MEDICAL,A,25000,6.99,0.17,N,0
85000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,9.88,0.29,N,0
57000,RENT,0.0,VENTURE,B,13000,11.71,0.23,N,0
50000,RENT,3.0,PERSONAL,B,4000,11.86,0.08,N,0
72000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10500,8.94,0.15,N,0
114000,MORTGAGE,15.0,PERSONAL,D,6000,12.49,0.05,Y,0
100000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,7000,9.62,0.07,N,0
70000,MORTGAGE,6.0,EDUCATION,B,4000,10.99,0.06,N,0
37000,RENT,5.0,PERSONAL,C,7000,12.61,0.19,Y,0
60000,RENT,4.0,HOMEIMPROVEMENT,D,10000,14.59,0.17,Y,0
30000,OWN,0.0,VENTURE,D,8000,15.95,0.27,Y,0
78000,RENT,4.0,DEBTCONSOLIDATION,B,3200,11.48,0.04,N,0
36000,MORTGAGE,7.0,EDUCATION,B,10000,10.65,0.28,N,0
70000,MORTGAGE,3.0,EDUCATION,A,12000,7.9,0.17,N,0
46000,OWN,1.0,EDUCATION,B,10000,9.99,0.22,N,0
39000,RENT,1.0,MEDICAL,D,16000,14.61,0.41,Y,1
42000,RENT,13.0,MEDICAL,D,2500,14.09,0.06,N,1
45000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4000,7.88,0.09,N,0
50000,MORTGAGE,4.0,MEDICAL,A,5000,6.17,0.1,N,0
80000,MORTGAGE,1.0,PERSONAL,B,15000,11.83,0.19,N,0
72000,MORTGAGE,7.0,EDUCATION,C,10000,13.85,0.14,Y,0
90000,MORTGAGE,2.0,EDUCATION,B,8500,10.99,0.09,N,0
75000,RENT,0.0,VENTURE,B,15000,11.48,0.2,N,0
42000,RENT,6.0,EDUCATION,C,8000,15.23,0.19,N,0
95000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4000,11.99,0.04,N,0
81996,MORTGAGE,9.0,PERSONAL,A,10000,9.63,0.12,N,0
38000,RENT,5.0,PERSONAL,C,9000,13.22,0.24,Y,0
63000,MORTGAGE,7.0,PERSONAL,B,7500,10.75,0.12,N,0
90522,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10500,6.91,0.12,N,0
72000,MORTGAGE,11.0,EDUCATION,A,18000,7.88,0.25,N,0
175000,RENT,3.0,DEBTCONSOLIDATION,C,9000,12.99,0.03,Y,0
70000,MORTGAGE,2.0,EDUCATION,C,10000,14.27,0.14,Y,0
52000,RENT,8.0,MEDICAL,A,10000,7.51,0.19,N,0
110000,MORTGAGE,2.0,EDUCATION,A,6000,7.49,0.05,N,0
50000,RENT,7.0,PERSONAL,A,6000,6.54,0.12,N,0
30000,RENT,2.0,MEDICAL,A,3000,6.92,0.1,N,0
24000,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.99,0.21,N,0
72000,RENT,0.0,MEDICAL,B,14000,10.37,0.19,N,0
75000,RENT,3.0,HOMEIMPROVEMENT,C,12000,13.49,0.16,Y,0
44000,OTHER,5.0,VENTURE,B,7500,10.08,0.17,N,0
55000,RENT,2.0,PERSONAL,A,3600,7.51,0.07,N,0
38400,RENT,5.0,DEBTCONSOLIDATION,A,13000,8.49,0.34,N,1
24000,RENT,3.0,MEDICAL,B,2400,10.74,0.1,N,0
50400,RENT,2.0,VENTURE,B,5000,10.37,0.1,N,0
72000,OWN,6.0,HOMEIMPROVEMENT,B,16000,10.37,0.22,N,0
32004,RENT,4.0,MEDICAL,C,4800,14.35,0.15,N,0
33000,RENT,5.0,EDUCATION,A,12000,7.29,0.36,N,1
81360,MORTGAGE,5.0,MEDICAL,A,5000,7.14,0.06,N,0
41000,RENT,6.0,MEDICAL,B,5000,11.99,0.12,N,0
100000,RENT,1.0,DEBTCONSOLIDATION,B,18000,11.11,0.18,N,0
83000,RENT,3.0,PERSONAL,D,20000,14.42,0.24,N,0
68000,RENT,11.0,VENTURE,C,20000,13.99,0.29,Y,0
60000,MORTGAGE,6.0,MEDICAL,B,6000,11.49,0.1,N,0
175000,MORTGAGE,0.0,VENTURE,C,2800,14.65,0.13,Y,0
68000,MORTGAGE,4.0,PERSONAL,A,1000,8.0,0.01,N,0
100000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,15000,12.04,0.15,N,0
140000,MORTGAGE,12.0,HOMEIMPROVEMENT,E,24000,16.45,0.17,Y,0
50000,MORTGAGE,0.0,EDUCATION,C,3125,13.22,0.06,Y,0
30000,RENT,4.0,PERSONAL,A,6600,9.32,0.22,N,0
140000,MORTGAGE,3.0,VENTURE,B,25000,11.49,0.18,N,0
30000,RENT,0.0,VENTURE,B,5600,9.76,0.19,N,0
60000,MORTGAGE,14.0,MEDICAL,B,6000,11.26,0.1,N,0
100000,RENT,3.0,PERSONAL,C,5000,12.84,0.05,Y,0
50000,MORTGAGE,8.0,VENTURE,B,6000,9.99,0.12,N,0
38000,RENT,6.0,EDUCATION,B,8400,11.71,0.22,N,0
30000,MORTGAGE,6.0,MEDICAL,A,4000,6.62,0.13,N,0
35000,RENT,0.0,EDUCATION,B,10000,10.95,0.29,N,0
28800,RENT,1.0,PERSONAL,D,6250,16.32,0.22,Y,1
94500,MORTGAGE,2.0,VENTURE,B,14000,10.65,0.15,N,0
28800,RENT,1.0,PERSONAL,A,4200,8.9,0.15,N,0
70834,RENT,4.0,PERSONAL,C,20000,12.21,0.28,N,0
80000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,7.9,0.19,N,0
60000,RENT,1.0,EDUCATION,C,6000,12.29,0.1,N,0
38748,RENT,1.0,PERSONAL,A,3000,7.4,0.08,N,0
100000,MORTGAGE,7.0,VENTURE,C,5000,13.06,0.05,Y,0
40000,MORTGAGE,6.0,MEDICAL,A,5000,6.03,0.13,N,0
87800,RENT,5.0,VENTURE,F,15175,21.74,0.17,N,0
98000,RENT,6.0,MEDICAL,C,6000,12.99,0.06,N,0
54528,MORTGAGE,7.0,VENTURE,A,10000,7.74,0.18,N,0
85000,RENT,3.0,MEDICAL,B,12000,10.37,0.14,N,0
143000,RENT,1.0,EDUCATION,B,7000,10.36,0.05,N,0
50000,RENT,0.0,EDUCATION,C,5000,13.49,0.1,Y,0
171194,MORTGAGE,7.0,VENTURE,B,25000,10.99,0.15,N,0
82000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,10000,7.88,0.12,N,0
60000,RENT,3.0,EDUCATION,B,10000,11.49,0.17,N,0
28800,RENT,2.0,PERSONAL,B,1000,10.65,0.03,N,0
40000,RENT,3.0,DEBTCONSOLIDATION,A,4800,8.9,0.12,N,0
90000,MORTGAGE,6.0,PERSONAL,A,5000,7.49,0.06,N,0
140000,MORTGAGE,3.0,VENTURE,A,5000,7.9,0.04,N,0
120000,MORTGAGE,6.0,EDUCATION,A,12000,8.94,0.1,N,0
45000,RENT,2.0,EDUCATION,A,7000,7.29,0.16,N,0
40000,RENT,2.0,EDUCATION,B,8000,10.65,0.2,N,0
72000,RENT,5.0,EDUCATION,C,7500,11.78,0.1,N,0
50000,RENT,3.0,MEDICAL,A,15000,7.9,0.3,N,0
36000,RENT,7.0,PERSONAL,B,5000,9.91,0.14,N,1
85800,OWN,10.0,PERSONAL,C,17000,13.79,0.2,N,0
91228,MORTGAGE,7.0,MEDICAL,A,12000,7.49,0.13,N,0
73500,RENT,0.0,PERSONAL,C,5000,15.96,0.07,Y,0
93500,MORTGAGE,7.0,EDUCATION,A,8000,6.99,0.08,N,0
28800,RENT,0.0,EDUCATION,A,8000,8.9,0.28,N,0
70000,RENT,4.0,HOMEIMPROVEMENT,A,9600,5.42,0.14,N,0
84996,RENT,5.0,MEDICAL,A,3500,7.68,0.04,N,0
45000,RENT,2.0,EDUCATION,C,6000,14.72,0.13,Y,0
72000,MORTGAGE,6.0,MEDICAL,B,3500,10.65,0.05,N,0
50000,MORTGAGE,0.0,PERSONAL,A,5400,7.14,0.11,N,0
70000,MORTGAGE,1.0,PERSONAL,A,17000,7.49,0.24,N,0
50000,OWN,13.0,VENTURE,B,12000,10.99,0.24,N,0
85000,MORTGAGE,8.0,PERSONAL,A,8500,7.51,0.1,N,0
69000,MORTGAGE,3.0,PERSONAL,D,18250,16.02,0.26,N,0
120000,MORTGAGE,18.0,MEDICAL,A,8000,6.99,0.07,N,0
49152,RENT,2.0,EDUCATION,C,6000,13.79,0.12,N,0
55000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12000,7.49,0.22,N,0
90000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,20000,11.11,0.22,N,0
75000,RENT,14.0,EDUCATION,B,5000,12.42,0.07,N,0
125000,MORTGAGE,10.0,MEDICAL,A,10000,7.51,0.08,N,0
37920,RENT,4.0,PERSONAL,B,12000,12.42,0.32,N,1
78000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,25000,7.9,0.32,N,0
95000,MORTGAGE,14.0,VENTURE,A,4400,8.9,0.05,N,0
50000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7000,8.94,0.14,N,0
54000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,4000,7.88,0.07,N,0
120000,MORTGAGE,4.0,EDUCATION,B,12000,10.99,0.1,N,0
46000,OWN,3.0,PERSONAL,B,3000,10.99,0.07,N,0
175000,RENT,2.0,VENTURE,B,12000,11.48,0.05,N,0
33600,RENT,0.0,VENTURE,D,5400,14.74,0.15,Y,1
59880,RENT,2.0,EDUCATION,B,15000,11.83,0.25,N,0
24000,RENT,5.0,DEBTCONSOLIDATION,D,7000,16.49,0.29,Y,1
120000,MORTGAGE,6.0,HOMEIMPROVEMENT,F,23000,18.25,0.19,N,0
40000,MORTGAGE,4.0,VENTURE,B,12500,11.49,0.3,N,0
65400,MORTGAGE,0.0,VENTURE,C,20000,13.11,0.31,Y,0
90000,MORTGAGE,9.0,MEDICAL,B,4500,10.74,0.05,N,0
82500,RENT,7.0,EDUCATION,A,5000,8.49,0.06,N,0
46000,RENT,7.0,VENTURE,B,4000,11.49,0.09,N,0
80000,MORTGAGE,7.0,PERSONAL,B,12000,9.25,0.15,N,0
57996,RENT,4.0,DEBTCONSOLIDATION,B,7500,12.53,0.13,N,0
45727,RENT,1.0,DEBTCONSOLIDATION,C,1000,14.22,0.02,Y,0
24000,RENT,0.0,EDUCATION,B,5000,11.14,0.21,N,0
54000,MORTGAGE,4.0,PERSONAL,D,8000,14.09,0.15,Y,1
101000,OWN,3.0,PERSONAL,B,24250,12.53,0.24,N,0
55000,OWN,6.0,MEDICAL,C,6000,13.16,0.11,Y,0
70000,RENT,6.0,PERSONAL,B,16000,12.42,0.23,N,0
75000,MORTGAGE,10.0,PERSONAL,A,15000,7.88,0.2,N,0
65004,RENT,4.0,MEDICAL,B,4800,9.99,0.07,N,0
59000,MORTGAGE,1.0,EDUCATION,E,12000,16.0,0.2,N,1
117000,MORTGAGE,3.0,VENTURE,A,11000,7.49,0.09,N,0
80000,RENT,4.0,VENTURE,A,14000,6.03,0.17,N,0
41100,OWN,2.0,EDUCATION,A,4000,5.42,0.1,N,0
45000,RENT,10.0,DEBTCONSOLIDATION,B,11200,10.99,0.25,N,0
143000,MORTGAGE,10.0,EDUCATION,B,10000,11.99,0.07,N,1
70000,RENT,3.0,EDUCATION,C,5000,13.49,0.07,Y,0
53000,RENT,0.0,VENTURE,A,10000,8.59,0.19,N,0
140000,MORTGAGE,9.0,PERSONAL,B,10000,9.99,0.07,N,0
50361,RENT,6.0,EDUCATION,B,12000,12.69,0.24,N,0
40000,RENT,0.0,PERSONAL,B,5000,10.59,0.13,N,0
35004,RENT,8.0,DEBTCONSOLIDATION,D,8000,14.96,0.23,N,1
60000,RENT,7.0,EDUCATION,B,25000,10.65,0.42,N,1
30000,RENT,2.0,HOMEIMPROVEMENT,C,2400,13.22,0.08,Y,1
28896,MORTGAGE,2.0,DEBTCONSOLIDATION,C,11000,12.73,0.37,Y,0
30000,RENT,0.0,VENTURE,B,11325,11.49,0.36,N,1
40000,RENT,8.0,EDUCATION,C,10000,12.73,0.25,Y,0
48000,MORTGAGE,3.0,VENTURE,C,20000,13.06,0.42,N,1
90000,MORTGAGE,11.0,MEDICAL,A,12000,7.88,0.13,N,0
50000,RENT,2.0,PERSONAL,C,3000,13.47,0.06,N,0
108000,MORTGAGE,7.0,PERSONAL,B,14000,11.14,0.13,N,0
52000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,12000,11.71,0.23,N,0
84906,MORTGAGE,11.0,DEBTCONSOLIDATION,C,4500,12.53,0.05,N,0
72000,MORTGAGE,6.0,EDUCATION,A,18000,7.66,0.25,N,0
60000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,12000,12.84,0.2,N,0
36000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5600,7.51,0.16,N,0
27000,RENT,0.0,MEDICAL,C,7500,11.34,0.29,Y,0
59000,RENT,12.0,MEDICAL,C,9000,13.49,0.15,N,0
62000,RENT,6.0,VENTURE,A,12000,8.49,0.19,N,0
39000,MORTGAGE,6.0,EDUCATION,D,5000,15.7,0.13,Y,0
56000,RENT,1.0,EDUCATION,B,6000,10.74,0.11,N,0
40000,OWN,7.0,VENTURE,B,6400,10.37,0.16,N,0
38100,RENT,1.0,EDUCATION,A,3600,7.37,0.09,N,0
30000,RENT,2.0,DEBTCONSOLIDATION,B,7500,11.14,0.25,N,0
65000,RENT,5.0,EDUCATION,A,7000,9.32,0.11,N,0
44000,RENT,5.0,MEDICAL,A,4000,7.88,0.09,N,0
74000,RENT,8.0,VENTURE,B,30000,11.49,0.4,N,1
70000,RENT,3.0,HOMEIMPROVEMENT,B,12000,9.91,0.17,N,0
130000,MORTGAGE,7.0,EDUCATION,A,24000,7.49,0.18,N,0
62400,OWN,0.0,DEBTCONSOLIDATION,D,5000,15.31,0.08,Y,1
150000,RENT,6.0,VENTURE,A,12000,7.9,0.08,N,0
50000,MORTGAGE,7.0,MEDICAL,B,9600,10.37,0.19,N,0
32000,RENT,1.0,HOMEIMPROVEMENT,E,5000,16.45,0.16,N,1
42000,RENT,1.0,DEBTCONSOLIDATION,A,7800,7.88,0.17,N,0
47000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,25000,7.9,0.53,N,0
80000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4975,6.03,0.06,N,0
78000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,1750,10.36,0.02,N,0
130000,RENT,6.0,MEDICAL,B,20000,10.37,0.15,N,0
120000,MORTGAGE,15.0,HOMEIMPROVEMENT,B,12000,9.99,0.1,N,0
38400,RENT,0.0,DEBTCONSOLIDATION,A,2200,9.32,0.06,N,0
40000,MORTGAGE,3.0,PERSONAL,A,2000,6.62,0.05,N,0
36000,RENT,5.0,MEDICAL,A,5000,6.03,0.14,N,0
55000,RENT,7.0,HOMEIMPROVEMENT,A,11000,7.66,0.2,N,0
35000,RENT,2.0,PERSONAL,A,6000,7.88,0.17,N,0
50000,RENT,0.0,PERSONAL,C,13000,12.23,0.26,Y,0
96000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,20000,7.88,0.21,N,0
26280,RENT,3.0,EDUCATION,D,4000,14.46,0.15,Y,0
30000,RENT,4.0,EDUCATION,A,6000,5.42,0.2,N,0
30000,RENT,2.0,PERSONAL,B,11500,10.39,0.38,N,1
70000,RENT,3.0,EDUCATION,D,2000,15.7,0.03,Y,0
77000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,10.99,0.08,N,0
40000,RENT,2.0,PERSONAL,D,6000,14.84,0.15,N,1
50000,RENT,0.0,VENTURE,C,5000,13.11,0.1,Y,0
70000,RENT,6.0,MEDICAL,C,18000,13.16,0.26,N,0
49000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,4000,7.75,0.08,N,0
50004,MORTGAGE,2.0,EDUCATION,B,10000,10.65,0.2,N,0
57600,OWN,11.0,EDUCATION,A,9000,7.49,0.16,N,0
77000,RENT,3.0,VENTURE,B,15000,11.36,0.19,N,0
40000,RENT,1.0,EDUCATION,B,4000,9.99,0.1,N,0
110000,RENT,2.0,EDUCATION,C,5000,13.48,0.04,Y,0
35000,MORTGAGE,5.0,MEDICAL,B,10000,10.36,0.29,N,0
50000,RENT,4.0,EDUCATION,A,8000,7.29,0.16,N,0
45000,RENT,6.0,DEBTCONSOLIDATION,A,9000,7.51,0.2,N,0
145000,RENT,5.0,EDUCATION,D,14500,16.77,0.1,Y,0
50000,RENT,4.0,EDUCATION,C,4800,14.65,0.1,Y,0
95000,MORTGAGE,1.0,PERSONAL,C,10000,14.65,0.11,Y,0
34000,RENT,0.0,EDUCATION,C,9900,12.99,0.29,Y,1
66000,MORTGAGE,6.0,EDUCATION,A,4000,6.76,0.06,N,0
60000,RENT,0.0,EDUCATION,B,4000,12.21,0.07,N,0
60000,RENT,2.0,MEDICAL,C,17000,12.99,0.28,Y,0
72000,RENT,7.0,MEDICAL,B,21000,11.99,0.29,N,0
45000,RENT,3.0,MEDICAL,C,4000,13.8,0.09,Y,0
110000,MORTGAGE,8.0,PERSONAL,A,8000,7.74,0.07,N,0
60000,RENT,8.0,VENTURE,A,7200,7.29,0.12,N,0
40000,RENT,0.0,EDUCATION,C,5000,10.28,0.13,N,0
50000,RENT,4.0,VENTURE,A,5000,7.49,0.1,N,0
90000,MORTGAGE,6.0,VENTURE,A,6250,7.14,0.07,N,0
28800,RENT,3.0,MEDICAL,A,7000,6.92,0.24,N,0
72000,MORTGAGE,5.0,MEDICAL,B,6000,11.99,0.08,N,0
98000,MORTGAGE,6.0,VENTURE,B,25000,10.99,0.26,N,0
60000,RENT,6.0,PERSONAL,D,12000,15.2,0.2,N,0
24000,RENT,1.0,EDUCATION,C,4000,12.87,0.17,Y,1
62000,RENT,5.0,PERSONAL,B,10000,10.99,0.16,N,0
85000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10000,7.88,0.12,N,0
33600,RENT,15.0,DEBTCONSOLIDATION,A,4800,7.14,0.14,N,0
33600,RENT,1.0,EDUCATION,B,10000,10.99,0.3,N,0
30000,RENT,0.0,EDUCATION,A,8000,8.9,0.27,N,0
60000,MORTGAGE,11.0,PERSONAL,B,8000,10.65,0.13,N,0
28800,RENT,0.0,VENTURE,D,3250,17.49,0.11,N,1
60000,OWN,9.0,HOMEIMPROVEMENT,C,14400,13.35,0.24,Y,0
26400,RENT,1.0,PERSONAL,A,1325,6.62,0.05,N,1
35000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,13075,7.29,0.37,N,0
90000,MORTGAGE,6.0,EDUCATION,C,5000,13.98,0.06,N,0
80000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,11.26,0.13,N,0
84000,MORTGAGE,2.0,VENTURE,B,25000,11.48,0.3,N,0
75000,MORTGAGE,7.0,EDUCATION,A,16000,7.51,0.21,N,0
36000,RENT,3.0,HOMEIMPROVEMENT,E,8000,17.14,0.22,N,1
46450,RENT,5.0,EDUCATION,B,10000,10.62,0.22,N,0
130000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,13000,13.11,0.11,Y,0
72000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,20000,13.22,0.28,N,0
85000,MORTGAGE,1.0,VENTURE,A,8000,6.92,0.09,N,0
80004,RENT,0.0,DEBTCONSOLIDATION,B,14500,10.75,0.18,N,0
85000,RENT,1.0,EDUCATION,B,10000,12.69,0.12,N,0
100000,RENT,6.0,MEDICAL,A,12000,7.88,0.12,N,0
52000,RENT,3.0,PERSONAL,C,10000,14.27,0.19,Y,0
50000,MORTGAGE,4.0,PERSONAL,D,8000,15.65,0.16,N,0
44004,RENT,2.0,MEDICAL,B,12000,9.63,0.27,N,0
75000,MORTGAGE,10.0,PERSONAL,A,6000,8.9,0.08,N,0
14400,RENT,2.0,EDUCATION,D,3500,13.67,0.25,N,1
82600,MORTGAGE,4.0,PERSONAL,D,12000,14.91,0.14,Y,0
60000,RENT,11.0,VENTURE,B,12000,9.91,0.2,N,0
68000,RENT,3.0,EDUCATION,B,8000,10.99,0.12,N,0
100000,MORTGAGE,6.0,VENTURE,B,12000,9.25,0.12,N,0
87000,MORTGAGE,9.0,PERSONAL,B,15000,10.59,0.17,N,0
110000,RENT,1.0,VENTURE,D,21000,14.09,0.19,N,0
42000,OWN,4.0,EDUCATION,A,10000,6.17,0.24,N,0
30000,RENT,4.0,EDUCATION,B,5000,11.49,0.17,N,0
69500,MORTGAGE,14.0,VENTURE,C,6000,13.49,0.09,N,0
60000,RENT,6.0,EDUCATION,B,12000,10.99,0.2,N,0
28000,RENT,4.0,EDUCATION,B,7500,11.86,0.27,N,0
50000,MORTGAGE,6.0,VENTURE,A,12000,8.9,0.24,N,0
130992,MORTGAGE,7.0,EDUCATION,A,6000,8.49,0.05,N,0
45600,OWN,2.0,VENTURE,A,6400,7.88,0.14,N,0
74600,RENT,1.0,PERSONAL,C,15000,12.84,0.2,N,0
50000,MORTGAGE,8.0,VENTURE,A,3000,6.62,0.06,N,0
56000,MORTGAGE,16.0,MEDICAL,A,4000,7.29,0.07,N,0
30000,MORTGAGE,4.0,MEDICAL,B,2000,11.86,0.07,N,0
60000,RENT,3.0,VENTURE,C,3500,14.27,0.06,Y,0
63533,RENT,0.0,EDUCATION,D,25000,14.96,0.38,Y,1
40000,RENT,6.0,VENTURE,A,4000,7.88,0.1,N,0
110000,MORTGAGE,2.0,MEDICAL,B,5000,9.99,0.05,N,0
85000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,7000,6.92,0.08,N,0
24000,RENT,0.0,EDUCATION,B,1500,11.49,0.06,N,0
75000,RENT,0.0,HOMEIMPROVEMENT,A,12000,9.32,0.16,N,0
44000,MORTGAGE,6.0,VENTURE,A,2000,7.66,0.05,N,0
60000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,8000,10.65,0.13,N,0
34000,RENT,1.0,DEBTCONSOLIDATION,E,8400,17.99,0.25,Y,1
44000,MORTGAGE,2.0,EDUCATION,D,6400,16.49,0.15,Y,1
62800,RENT,3.0,EDUCATION,C,9600,11.97,0.15,N,0
85000,MORTGAGE,7.0,PERSONAL,A,35000,7.9,0.41,N,0
66560,RENT,4.0,VENTURE,B,12000,10.36,0.18,N,0
82116,MORTGAGE,9.0,PERSONAL,B,3600,11.99,0.04,N,0
18000,RENT,1.0,EDUCATION,C,6250,13.85,0.36,N,1
42000,RENT,2.0,DEBTCONSOLIDATION,B,11000,12.42,0.26,N,0
36000,RENT,2.0,MEDICAL,B,3000,10.25,0.09,N,0
40000,MORTGAGE,2.0,EDUCATION,A,4000,8.0,0.1,N,0
60000,RENT,1.0,MEDICAL,C,20000,14.22,0.33,N,1
75000,RENT,7.0,MEDICAL,B,12000,10.74,0.16,N,0
60000,MORTGAGE,14.0,EDUCATION,C,3600,13.49,0.06,Y,0
60000,MORTGAGE,4.0,MEDICAL,B,3000,10.62,0.05,N,0
42000,RENT,3.0,PERSONAL,E,10000,17.14,0.24,N,0
80000,RENT,6.0,EDUCATION,A,6000,5.99,0.07,N,0
60000,OWN,7.0,EDUCATION,D,6000,15.99,0.1,N,0
50000,RENT,3.0,EDUCATION,A,13000,7.51,0.26,N,0
39500,RENT,1.0,DEBTCONSOLIDATION,A,5600,7.9,0.14,N,0
43200,RENT,8.0,MEDICAL,C,6000,13.49,0.14,Y,0
30000,RENT,3.0,MEDICAL,C,14400,13.22,0.48,N,1
40000,RENT,9.0,MEDICAL,C,12000,13.16,0.3,Y,0
65000,MORTGAGE,13.0,EDUCATION,A,7000,8.9,0.11,N,0
60000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,2000,5.42,0.03,N,0
54200,MORTGAGE,13.0,HOMEIMPROVEMENT,A,4500,6.03,0.08,N,0
27600,RENT,0.0,DEBTCONSOLIDATION,B,7500,10.59,0.27,N,0
53004,MORTGAGE,6.0,EDUCATION,B,10000,11.86,0.19,N,0
57000,RENT,1.0,EDUCATION,C,7500,13.23,0.13,Y,0
39314,RENT,1.0,EDUCATION,C,6000,13.23,0.15,Y,1
45000,MORTGAGE,8.0,EDUCATION,A,4000,7.49,0.09,N,0
80000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,9.88,0.19,N,0
25000,OWN,1.0,HOMEIMPROVEMENT,B,8800,9.91,0.35,N,0
30000,RENT,2.0,EDUCATION,B,5000,11.36,0.17,N,0
60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3000,5.42,0.05,N,0
40000,RENT,0.0,MEDICAL,A,4000,7.88,0.1,N,0
140000,MORTGAGE,5.0,EDUCATION,C,25000,13.72,0.18,N,0
40000,MORTGAGE,5.0,MEDICAL,B,16000,12.53,0.39,N,0
120000,OWN,8.0,EDUCATION,E,4000,18.64,0.04,N,0
115000,MORTGAGE,4.0,EDUCATION,A,10000,5.79,0.09,N,0
87000,MORTGAGE,7.0,EDUCATION,C,15000,12.68,0.17,N,0
100000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,15000,13.98,0.15,Y,0
36707,RENT,3.0,PERSONAL,D,9250,16.32,0.25,Y,0
14400,RENT,0.0,PERSONAL,D,2000,14.96,0.14,N,1
80000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4800,7.51,0.06,N,0
45000,RENT,4.0,PERSONAL,B,8000,11.99,0.18,N,0
50000,OWN,2.0,PERSONAL,A,10000,7.51,0.2,N,0
55000,MORTGAGE,11.0,EDUCATION,A,10000,5.42,0.18,N,0
60000,RENT,11.0,PERSONAL,D,25000,14.84,0.42,Y,1
40000,RENT,1.0,MEDICAL,B,1000,12.18,0.03,N,0
175000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,20000,10.25,0.09,N,0
60000,MORTGAGE,3.0,PERSONAL,A,1750,8.49,0.03,N,0
35000,RENT,1.0,MEDICAL,A,4800,5.42,0.14,N,0
40000,OWN,0.0,MEDICAL,A,5000,7.29,0.13,N,0
69996,MORTGAGE,12.0,DEBTCONSOLIDATION,A,12000,6.99,0.17,N,0
43000,RENT,12.0,DEBTCONSOLIDATION,A,10000,9.32,0.23,N,0
150000,RENT,0.0,EDUCATION,B,20000,11.48,0.13,N,0
33000,MORTGAGE,4.0,EDUCATION,A,2500,6.76,0.08,N,0
60000,OWN,1.0,HOMEIMPROVEMENT,D,15000,14.96,0.25,Y,0
24000,RENT,4.0,DEBTCONSOLIDATION,C,5000,14.22,0.21,N,0
84996,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000,7.88,0.06,N,0
30000,RENT,3.0,PERSONAL,B,5000,10.65,0.17,N,0
38400,RENT,11.0,VENTURE,B,7000,9.99,0.18,N,0
36120,RENT,2.0,MEDICAL,C,9000,14.22,0.25,N,1
30000,MORTGAGE,9.0,MEDICAL,B,12000,11.83,0.4,N,0
75000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,4500,15.23,0.06,N,1
60000,MORTGAGE,8.0,VENTURE,A,7000,7.29,0.12,N,0
60000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,2000,12.84,0.03,N,0
75000,MORTGAGE,2.0,PERSONAL,A,10500,9.63,0.14,N,0
49278,RENT,4.0,DEBTCONSOLIDATION,B,13000,10.59,0.26,N,0
