person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status,rate_burden
35000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3500,6.03,0.1,N,0,0.6030000000000001
48000,RENT,3.0,VENTURE,C,8400,13.11,0.17,N,0,2.2287
100000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,15000,13.85,0.15,N,0,2.0774999999999997
33000,RENT,4.0,MEDICAL,B,5000,11.49,0.15,N,0,1.7235
115000,MORTGAGE,4.0,VENTURE,C,20000,13.8,0.17,N,0,2.346
60000,RENT,4.0,MEDICAL,C,10000,13.49,0.17,Y,0,2.2933000000000003
90000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,10000,14.79,0.11,Y,0,1.6269
54000,RENT,1.0,EDUCATION,D,24000,15.65,0.44,N,1,6.886
73000,RENT,0.0,EDUCATION,B,7800,10.59,0.11,N,0,1.1649
62165,RENT,1.0,MEDICAL,D,12000,14.11,0.16,N,1,2.2576
60000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,14000,10.99,0.23,N,0,2.5277000000000003
35000,RENT,3.0,EDUCATION,A,5000,7.88,0.14,N,0,1.1032000000000002
100000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,16000,10.25,0.16,N,0,1.6400000000000001
18000,RENT,2.0,MEDICAL,B,4000,11.86,0.22,N,1,2.6092
130000,MORTGAGE,2.0,PERSONAL,B,25000,11.83,0.19,N,0,2.2477
75000,MORTGAGE,6.0,MEDICAL,C,10000,13.48,0.13,N,0,1.7524000000000002
26400,RENT,5.0,HOMEIMPROVEMENT,C,9000,13.49,0.34,Y,1,4.586600000000001
40000,RENT,2.0,VENTURE,C,17600,12.84,0.44,N,1,5.6496
40000,RENT,9.0,MEDICAL,C,2500,12.84,0.06,Y,0,0.7704
42000,RENT,4.0,DEBTCONSOLIDATION,C,15000,13.11,0.37,N,1,4.8507
53000,RENT,3.0,EDUCATION,B,6000,10.75,0.11,N,0,1.1825
50000,MORTGAGE,13.0,EDUCATION,A,10000,6.62,0.2,N,0,1.324
175000,MORTGAGE,11.0,MEDICAL,A,15000,7.9,0.05,N,0,0.395
30000,RENT,4.0,DEBTCONSOLIDATION,C,2000,13.92,0.07,Y,0,0.9744
50000,RENT,0.0,VENTURE,B,6000,11.71,0.12,N,0,1.4052
40000,RENT,0.0,VENTURE,B,4000,10.36,0.1,N,0,1.036
47000,RENT,0.0,EDUCATION,C,7500,11.34,0.16,Y,0,1.8144
132000,MORTGAGE,1.0,MEDICAL,A,12000,7.51,0.09,N,0,0.6759
122000,MORTGAGE,3.0,EDUCATION,C,10000,12.73,0.08,N,0,1.0184
60350,RENT,1.0,MEDICAL,D,25000,14.84,0.35,N,1,5.194
30000,RENT,3.0,EDUCATION,B,6000,10.25,0.2,N,0,2.0500000000000003
60000,MORTGAGE,3.0,EDUCATION,D,21000,14.11,0.35,Y,0,4.9384999999999994
35000,MORTGAGE,6.0,VENTURE,D,12800,14.74,0.37,Y,0,5.4538
66920,MORTGAGE,13.0,EDUCATION,A,4000,7.9,0.06,N,0,0.474
90000,MORTGAGE,11.0,MEDICAL,A,10000,6.92,0.11,N,0,0.7612
95000,MORTGAGE,1.0,MEDICAL,B,12000,11.49,0.13,N,0,1.4937
54000,MORTGAGE,3.0,PERSONAL,B,5000,11.12,0.09,N,0,1.0008
34000,RENT,0.0,DEBTCONSOLIDATION,D,5000,15.95,0.15,Y,1,2.3924999999999996
60000,MORTGAGE,5.0,VENTURE,B,7000,10.0,0.12,N,0,1.2
45000,RENT,7.0,EDUCATION,A,9000,7.51,0.2,N,0,1.502
105000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,5000,10.99,0.05,N,0,0.5495
50000,RENT,3.0,PERSONAL,B,4000,10.37,0.08,N,0,0.8296
60000,MORTGAGE,4.0,PERSONAL,C,10000,13.49,0.17,N,0,2.2933000000000003
12000,RENT,0.0,PERSONAL,C,16000,10.78,0.83,N,1,8.947399999999998
140000,RENT,5.0,EDUCATION,B,24000,11.49,0.17,N,0,1.9533000000000003
44000,MORTGAGE,12.0,MEDICAL,E,7500,15.07,0.18,N,1,2.7126
60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000,7.49,0.25,N,0,1.8725
19200,RENT,4.0,DEBTCONSOLIDATION,C,3000,12.99,0.16,Y,0,2.0784000000000002
68496,RENT,9.0,HOMEIMPROVEMENT,C,10000,11.34,0.15,Y,0,1.7009999999999998
99600,MORTGAGE,6.0,EDUCATION,A,5000,5.42,0.05,N,0,0.271
52809,MORTGAGE,4.0,HOMEIMPROVEMENT,B,18000,10.62,0.35,N,0,3.7169999999999996
72000,MORTGAGE,8.0,VENTURE,F,10000,20.89,0.14,N,0,2.9246000000000003
45000,MORTGAGE,3.0,MEDICAL,B,10000,10.37,0.22,N,0,2.2813999999999997
120000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,5.42,0.07,N,0,0.3794
32000,RENT,0.0,DEBTCONSOLIDATION,A,4000,7.29,0.13,N,0,0.9477
38400,RENT,5.0,EDUCATION,C,10000,12.23,0.26,Y,0,3.1798
72000,MORTGAGE,0.0,PERSONAL,A,1600,6.39,0.02,N,0,0.1278
72000,MORTGAGE,6.0,VENTURE,B,5000,9.99,0.07,N,0,0.6993
35000,RENT,12.0,MEDICAL,B,1800,11.49,0.05,N,0,0.5745
55000,RENT,11.0,HOMEIMPROVEMENT,D,11000,15.33,0.2,Y,0,3.0660000000000003
100000,RENT,1.0,EDUCATION,B,10000,11.14,0.1,N,0,1.114
73000,MORTGAGE,5.0,PERSONAL,B,10000,11.99,0.14,N,0,1.6786
95000,MORTGAGE,12.0,EDUCATION,B,12000,10.37,0.13,N,0,1.3480999999999999
19200,RENT,1.0,MEDICAL,C,3000,13.22,0.16,N,0,2.1152
36000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,6.99,0.14,N,0,0.9786000000000001
78000,RENT,7.0,DEBTCONSOLIDATION,A,8100,7.88,0.1,N,0,0.788
40000,RENT,5.0,EDUCATION,A,12000,8.9,0.3,N,0,2.67
120000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,7.29,0.04,N,0,0.2916
110000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,25000,14.59,0.23,N,0,3.3557
45000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,4000,11.99,0.09,N,0,1.0791
44000,RENT,6.0,MEDICAL,A,5000,7.29,0.11,N,0,0.8019000000000001
70000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,10000,7.88,0.14,N,0,1.1032000000000002
38400,RENT,5.0,EDUCATION,B,7000,10.59,0.18,N,0,1.9062
125000,MORTGAGE,7.0,PERSONAL,A,10000,7.49,0.08,N,0,0.5992000000000001
54000,RENT,7.0,HOMEIMPROVEMENT,A,2500,8.9,0.05,N,0,0.44500000000000006
115000,RENT,1.0,HOMEIMPROVEMENT,A,5000,7.51,0.04,N,0,0.3004
44000,OWN,2.0,PERSONAL,D,5000,15.65,0.11,N,0,1.7215
33000,RENT,8.0,VENTURE,A,10000,7.51,0.3,N,0,2.2529999999999997
45000,RENT,0.0,PERSONAL,C,15000,13.06,0.33,N,1,4.3098
24000,RENT,0.0,PERSONAL,B,6000,8.88,0.25,N,0,2.22
87000,MORTGAGE,1.0,PERSONAL,A,2500,5.42,0.03,N,0,0.1626
105000,MORTGAGE,8.0,EDUCATION,C,15000,14.27,0.14,Y,0,1.9978
60000,MORTGAGE,14.0,VENTURE,A,8000,7.14,0.13,N,0,0.9282
40000,RENT,0.0,EDUCATION,C,16000,13.06,0.4,Y,1,5.224
70000,MORTGAGE,12.0,PERSONAL,A,5000,6.03,0.07,N,0,0.42210000000000003
25000,RENT,0.0,EDUCATION,B,2050,11.99,0.09,N,0,1.0791
175000,MORTGAGE,11.0,PERSONAL,A,7550,7.9,0.04,N,0,0.316
75000,RENT,4.0,EDUCATION,C,3000,13.49,0.04,Y,0,0.5396
36000,OWN,2.0,HOMEIMPROVEMENT,A,6000,7.49,0.17,N,0,1.2733
100000,RENT,0.0,HOMEIMPROVEMENT,B,10000,11.89,0.1,N,0,1.189
70000,RENT,0.0,DEBTCONSOLIDATION,C,8000,12.73,0.11,N,0,1.4003
140000,MORTGAGE,14.0,VENTURE,A,1800,6.03,0.01,N,0,0.060300000000000006
33300,RENT,2.0,DEBTCONSOLIDATION,C,13250,13.57,0.4,Y,1,5.428000000000001
60000,RENT,4.0,EDUCATION,B,10000,11.71,0.17,N,0,1.9907000000000004
65000,MORTGAGE,3.0,PERSONAL,B,3000,10.75,0.05,N,0,0.5375
105000,MORTGAGE,7.0,EDUCATION,B,8000,10.65,0.08,N,0,0.8520000000000001
54000,RENT,5.0,EDUCATION,D,6000,16.32,0.11,Y,1,1.7952000000000001
54000,RENT,5.0,DEBTCONSOLIDATION,D,10000,15.37,0.19,Y,1,2.9202999999999997
57000,OWN,5.0,MEDICAL,B,20000,10.99,0.38,N,0,4.1762
30000,RENT,2.0,DEBTCONSOLIDATION,B,8000,10.99,0.27,N,0,2.9673000000000003
46344,RENT,9.0,VENTURE,B,3500,11.36,0.08,N,0,0.9087999999999999
65000,MORTGAGE,12.0,EDUCATION,C,6000,13.49,0.09,N,0,1.2141
69000,RENT,0.0,HOMEIMPROVEMENT,D,20000,15.65,0.29,Y,1,4.5385
27600,MORTGAGE,1.0,PERSONAL,C,4000,14.35,0.14,N,0,2.0090000000000003
75000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,12000,6.03,0.16,N,0,0.9648000000000001
48000,RENT,5.0,DEBTCONSOLIDATION,C,4200,13.11,0.09,N,0,1.1799
80000,MORTGAGE,9.0,MEDICAL,A,8000,7.14,0.1,N,0,0.714
90000,MORTGAGE,5.0,MEDICAL,A,7000,7.14,0.08,N,0,0.5712
42000,RENT,7.0,VENTURE,A,10000,7.51,0.24,N,0,1.8023999999999998
25000,RENT,0.0,MEDICAL,A,6000,7.9,0.24,N,0,1.896
36000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5500,9.88,0.15,N,0,1.482
54000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,10000,14.59,0.19,Y,1,2.7721
47000,RENT,0.0,PERSONAL,E,16000,16.35,0.34,N,1,5.559000000000001
40000,RENT,5.0,MEDICAL,B,13000,11.48,0.33,N,0,3.7884
40000,MORTGAGE,5.0,EDUCATION,A,6400,6.91,0.16,N,0,1.1056000000000001
80000,RENT,6.0,EDUCATION,B,8000,10.59,0.1,N,0,1.059
175000,MORTGAGE,50.0,VENTURE,B,20000,11.49,0.1,N,0,1.149
70000,MORTGAGE,6.0,EDUCATION,A,2500,6.39,0.03,N,0,0.19169999999999998
45000,RENT,0.0,EDUCATION,A,4000,7.9,0.09,N,0,0.711
55000,RENT,0.0,HOMEIMPROVEMENT,A,7500,5.79,0.14,N,0,0.8106000000000001
35000,RENT,4.0,PERSONAL,A,5000,6.03,0.14,N,0,0.8442000000000001
59000,MORTGAGE,5.0,VENTURE,C,5000,14.17,0.08,Y,0,1.1336
23004,RENT,2.0,PERSONAL,B,4800,9.91,0.21,N,0,2.0811
70000,MORTGAGE,14.0,VENTURE,A,12000,6.03,0.17,N,0,1.0251000000000001
50000,RENT,3.0,MEDICAL,A,6000,7.29,0.12,N,0,0.8748
50000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10000,14.79,0.2,N,0,2.958
27000,RENT,3.0,MEDICAL,C,7500,13.57,0.27,Y,0,3.6639000000000004
37000,RENT,0.0,MEDICAL,A,9000,7.51,0.24,N,0,1.8023999999999998
31200,RENT,1.0,EDUCATION,B,3200,10.99,0.1,N,0,1.099
60000,MORTGAGE,13.0,MEDICAL,A,1200,6.76,0.02,N,0,0.1352
105000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,23750,12.42,0.24,N,0,2.9808
90000,MORTGAGE,1.0,MEDICAL,A,15000,8.49,0.17,N,0,1.4433000000000002
65000,MORTGAGE,7.0,EDUCATION,A,15000,8.94,0.23,N,0,2.0562
54000,MORTGAGE,4.0,MEDICAL,C,6000,13.22,0.11,Y,1,1.4542000000000002
85000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3600,6.03,0.04,N,0,0.24120000000000003
115500,MORTGAGE,2.0,EDUCATION,B,10000,10.95,0.09,N,0,0.9854999999999999
44960,RENT,9.0,PERSONAL,B,11000,9.91,0.24,N,0,2.3784
30000,RENT,0.0,VENTURE,B,3000,11.99,0.1,N,0,1.199
120000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,9.99,0.13,N,0,1.2987
50000,MORTGAGE,14.0,MEDICAL,A,6000,6.92,0.12,N,0,0.8303999999999999
50000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13600,6.03,0.27,N,0,1.6281
42000,MORTGAGE,2.0,VENTURE,A,4000,8.59,0.1,N,0,0.859
80000,RENT,3.0,EDUCATION,A,20000,7.66,0.25,N,0,1.915
49000,RENT,8.0,VENTURE,B,5000,9.91,0.1,N,0,0.9910000000000001
33996,MORTGAGE,3.0,PERSONAL,C,10000,13.8,0.29,Y,0,4.002
48000,RENT,3.0,VENTURE,B,5000,12.42,0.1,N,0,1.242
112000,MORTGAGE,0.0,VENTURE,A,13000,8.94,0.11,N,0,0.9833999999999999
72000,RENT,3.0,EDUCATION,A,18000,5.79,0.28,N,0,1.6212000000000002
54400,RENT,1.0,MEDICAL,E,20000,17.19,0.28,Y,1,4.813200000000001
43000,MORTGAGE,8.0,MEDICAL,A,15000,7.49,0.35,N,0,2.6214999999999997
36000,MORTGAGE,3.0,EDUCATION,C,2500,13.35,0.07,N,0,0.9345000000000001
95000,MORTGAGE,5.0,VENTURE,B,25000,9.62,0.26,N,0,2.5012
113135,MORTGAGE,9.0,EDUCATION,B,25000,9.99,0.22,N,0,2.1978
64000,RENT,8.0,DEBTCONSOLIDATION,B,25000,11.83,0.39,N,1,4.613700000000001
24432,OWN,0.0,EDUCATION,B,2500,11.86,0.1,N,0,1.186
68000,MORTGAGE,4.0,EDUCATION,D,8700,15.58,0.12,Y,0,1.8696
90000,MORTGAGE,6.0,PERSONAL,B,16000,10.99,0.18,N,0,1.9782
38000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,15000,6.54,0.39,N,0,2.5506
75000,MORTGAGE,12.0,PERSONAL,A,12000,7.88,0.16,N,0,1.2608
60000,RENT,0.0,VENTURE,A,8000,7.29,0.13,N,0,0.9477
46000,RENT,3.0,PERSONAL,B,6000,10.99,0.13,N,0,1.4287
65600,MORTGAGE,5.0,MEDICAL,A,5600,9.63,0.08,N,0,0.7704000000000001
36000,RENT,7.0,DEBTCONSOLIDATION,C,2000,14.72,0.06,Y,0,0.8832
70000,MORTGAGE,7.0,PERSONAL,A,10000,7.49,0.14,N,0,1.0486000000000002
78000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,25000,15.95,0.32,N,1,5.104
65000,RENT,2.0,HOMEIMPROVEMENT,B,7000,11.49,0.11,N,0,1.2639
52000,MORTGAGE,5.0,VENTURE,A,4000,7.9,0.08,N,0,0.632
47232,MORTGAGE,4.0,VENTURE,E,10000,19.42,0.21,N,0,4.0782
66000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,8000,6.62,0.12,N,0,0.7944
120000,MORTGAGE,3.0,MEDICAL,B,25000,10.65,0.21,N,0,2.2365
63600,RENT,7.0,DEBTCONSOLIDATION,B,5000,11.49,0.08,N,0,0.9192
75555,MORTGAGE,4.0,MEDICAL,B,7200,10.39,0.09,N,0,0.9351
34800,RENT,3.0,PERSONAL,A,7700,9.32,0.23,N,0,2.1436
65000,MORTGAGE,13.0,VENTURE,A,5000,6.03,0.08,N,0,0.48240000000000005
100000,RENT,2.0,MEDICAL,A,3000,7.88,0.03,N,0,0.2364
50000,RENT,2.0,EDUCATION,B,8400,11.71,0.17,N,0,1.9907000000000004
120000,RENT,3.0,HOMEIMPROVEMENT,B,13500,10.0,0.11,N,0,1.1
50000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,3000,6.03,0.06,N,0,0.3618
42000,RENT,3.0,EDUCATION,C,6000,12.87,0.14,N,0,1.8018
50000,MORTGAGE,6.0,EDUCATION,A,10000,7.14,0.2,N,0,1.428
58000,MORTGAGE,9.0,VENTURE,B,4000,9.99,0.07,N,0,0.6993
106000,MORTGAGE,11.0,MEDICAL,B,12000,12.69,0.11,N,0,1.3959
50000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,8000,6.62,0.16,N,0,1.0592000000000001
45000,RENT,4.0,EDUCATION,D,10000,15.95,0.22,N,0,3.509
43200,RENT,8.0,MEDICAL,C,5000,12.87,0.12,N,0,1.5443999999999998
70000,OWN,3.0,EDUCATION,A,7200,7.88,0.1,N,0,0.788
54000,RENT,2.0,EDUCATION,C,20000,13.79,0.36,Y,1,4.9643999999999995
60000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,5000,7.51,0.08,N,0,0.6008
42500,RENT,2.0,DEBTCONSOLIDATION,A,7000,7.49,0.16,N,0,1.1984000000000001
40000,MORTGAGE,9.0,EDUCATION,C,7000,11.78,0.17,Y,0,2.0026
36000,RENT,2.0,MEDICAL,B,5000,12.21,0.14,N,0,1.7094000000000003
79000,MORTGAGE,5.0,EDUCATION,D,20000,14.54,0.25,Y,0,3.635
55000,OWN,6.0,VENTURE,A,3500,5.42,0.06,N,0,0.3252
90000,RENT,0.0,HOMEIMPROVEMENT,A,10000,5.79,0.11,N,0,0.6369
54000,MORTGAGE,6.0,EDUCATION,C,3000,13.99,0.06,N,0,0.8394
108000,RENT,1.0,PERSONAL,D,20000,15.05,0.19,N,1,2.8595
60996,RENT,0.0,HOMEIMPROVEMENT,E,16400,17.99,0.27,N,1,4.8572999999999995
80000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9000,6.99,0.11,N,0,0.7689
43000,RENT,7.0,EDUCATION,C,12000,13.11,0.28,N,0,3.6708000000000003
83004,MORTGAGE,7.0,PERSONAL,A,3500,6.39,0.04,N,0,0.2556
60000,RENT,1.0,MEDICAL,A,3000,7.51,0.05,N,0,0.3755
60000,RENT,4.0,VENTURE,D,9000,15.62,0.15,Y,0,2.343
80000,MORTGAGE,5.0,VENTURE,A,18000,7.9,0.23,N,0,1.8170000000000002
80000,RENT,4.0,PERSONAL,A,12000,7.51,0.15,N,0,1.1264999999999998
40000,OWN,7.0,EDUCATION,A,5000,5.42,0.13,N,0,0.7046
91800,MORTGAGE,6.0,MEDICAL,C,16000,14.22,0.15,N,1,2.133
40000,RENT,2.0,MEDICAL,B,3000,12.18,0.07,N,0,0.8526
60000,RENT,7.0,MEDICAL,A,7000,6.91,0.12,N,0,0.8291999999999999
50000,RENT,5.0,MEDICAL,B,9000,10.65,0.18,N,0,1.917
50000,RENT,1.0,EDUCATION,A,3000,7.9,0.06,N,0,0.474
63000,RENT,1.0,EDUCATION,C,6500,15.96,0.1,N,0,1.596
42000,RENT,2.0,MEDICAL,D,10000,14.91,0.24,Y,1,3.5784
92000,MORTGAGE,11.0,VENTURE,A,12000,7.49,0.13,N,0,0.9737
34000,RENT,4.0,MEDICAL,A,1500,6.76,0.04,N,0,0.2704
52500,MORTGAGE,9.0,PERSONAL,A,20000,7.88,0.38,N,0,2.9944
50000,RENT,13.0,HOMEIMPROVEMENT,A,12000,7.51,0.24,N,0,1.8023999999999998
43000,RENT,2.0,VENTURE,A,4000,7.14,0.09,N,0,0.6426
45996,MORTGAGE,6.0,DEBTCONSOLIDATION,C,2000,13.61,0.05,Y,0,0.6805
52400,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4000,10.62,0.08,N,0,0.8495999999999999
69000,RENT,8.0,EDUCATION,B,8000,9.99,0.12,N,1,1.1988
80000,RENT,4.0,DEBTCONSOLIDATION,B,25000,12.69,0.31,N,1,3.9339
118000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,35000,17.58,0.3,N,0,5.273999999999999
54000,MORTGAGE,1.0,PERSONAL,A,6000,8.59,0.11,N,0,0.9449
48000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,7000,8.94,0.15,N,0,1.341
69000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,15000,15.99,0.22,N,1,3.5178000000000003
48000,RENT,0.0,MEDICAL,E,13000,15.68,0.27,Y,1,4.2336
75000,RENT,0.0,PERSONAL,B,22000,10.62,0.29,N,0,3.0797999999999996
56004,MORTGAGE,5.0,MEDICAL,B,20000,11.48,0.36,N,0,4.1328
85000,MORTGAGE,4.0,EDUCATION,A,7500,5.42,0.09,N,0,0.48779999999999996
45000,MORTGAGE,2.0,MEDICAL,A,6400,9.63,0.14,N,0,1.3482000000000003
72000,RENT,7.0,EDUCATION,A,10000,7.66,0.14,N,0,1.0724
60000,MORTGAGE,9.0,VENTURE,A,9000,7.51,0.15,N,0,1.1264999999999998
33000,RENT,3.0,MEDICAL,B,1500,10.59,0.05,N,0,0.5295
38000,RENT,0.0,PERSONAL,A,3000,8.9,0.08,N,0,0.7120000000000001
45000,RENT,3.0,MEDICAL,B,8000,10.38,0.18,N,0,1.8684
54000,RENT,5.0,MEDICAL,C,10000,13.49,0.19,Y,0,2.5631
48000,RENT,0.0,EDUCATION,C,5000,14.26,0.1,Y,0,1.4260000000000002
175000,MORTGAGE,2.0,EDUCATION,B,20000,12.42,0.11,N,0,1.3662
110000,RENT,12.0,EDUCATION,A,10000,9.63,0.09,N,0,0.8667
70000,MORTGAGE,8.0,MEDICAL,A,4500,7.49,0.06,N,0,0.4494
54000,MORTGAGE,5.0,VENTURE,B,6300,10.99,0.12,N,0,1.3188
48000,RENT,3.0,EDUCATION,A,6000,6.03,0.13,N,0,0.7839
29004,RENT,1.0,VENTURE,B,2000,11.49,0.07,N,0,0.8043000000000001
110000,RENT,2.0,VENTURE,B,3500,11.86,0.03,N,0,0.35579999999999995
102000,MORTGAGE,5.0,HOMEIMPROVEMENT,E,12000,15.68,0.12,N,0,1.8816
70000,MORTGAGE,6.0,MEDICAL,A,10000,7.74,0.14,N,0,1.0836000000000001
100000,MORTGAGE,3.0,PERSONAL,A,16000,6.99,0.16,N,0,1.1184
59000,MORTGAGE,7.0,VENTURE,A,12000,6.17,0.2,N,0,1.234
40000,RENT,3.0,EDUCATION,A,5600,7.9,0.14,N,0,1.106
120000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12000,8.94,0.1,N,0,0.894
62900,RENT,1.0,MEDICAL,D,8825,16.49,0.13,N,1,2.1437
64000,RENT,0.0,MEDICAL,A,12800,8.38,0.2,N,0,1.6760000000000002
107000,MORTGAGE,3.0,EDUCATION,C,4000,12.73,0.04,N,0,0.5092
45000,RENT,1.0,DEBTCONSOLIDATION,A,4500,7.51,0.1,N,0,0.751
45504,RENT,2.0,MEDICAL,C,2000,14.72,0.04,N,0,0.5888
28800,RENT,8.0,EDUCATION,B,6250,10.38,0.21,N,0,2.1798
38004,RENT,2.0,DEBTCONSOLIDATION,A,10000,7.88,0.26,N,0,2.0488
50000,RENT,2.0,PERSONAL,B,6000,10.59,0.12,N,0,1.2708
36996,RENT,5.0,VENTURE,A,8000,7.51,0.22,N,0,1.6522
32112,MORTGAGE,4.0,HOMEIMPROVEMENT,C,12000,13.98,0.37,Y,0,5.1726
75000,RENT,0.0,MEDICAL,B,12000,10.99,0.16,N,0,1.7584
31200,RENT,1.0,PERSONAL,C,3200,13.49,0.1,Y,0,1.3490000000000002
45000,MORTGAGE,5.0,VENTURE,A,1200,7.75,0.03,N,0,0.23249999999999998
72000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,6.62,0.14,N,0,0.9268000000000001
53196,RENT,17.0,PERSONAL,A,3000,6.03,0.06,N,0,0.3618
48000,RENT,5.0,MEDICAL,A,4000,7.88,0.08,N,0,0.6304
48000,MORTGAGE,5.0,PERSONAL,A,3500,7.14,0.07,N,0,0.4998
45136,MORTGAGE,10.0,HOMEIMPROVEMENT,E,8000,17.93,0.18,N,0,3.2274
65000,MORTGAGE,9.0,PERSONAL,B,14400,9.88,0.23,N,0,2.2724
45000,MORTGAGE,1.0,EDUCATION,A,5000,8.0,0.11,N,0,0.88
175000,MORTGAGE,7.0,EDUCATION,A,18000,7.88,0.09,N,0,0.7091999999999999
90000,RENT,8.0,PERSONAL,E,24000,17.56,0.27,N,0,4.7412
114054,MORTGAGE,3.0,PERSONAL,A,35000,8.9,0.31,N,0,2.759
40000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,3000,7.29,0.07,N,0,0.5103000000000001
82000,RENT,1.0,HOMEIMPROVEMENT,B,17000,10.59,0.21,N,0,2.2239
45600,MORTGAGE,5.0,VENTURE,A,4000,7.51,0.09,N,0,0.6759
45792,RENT,3.0,DEBTCONSOLIDATION,A,17000,8.49,0.37,N,1,3.1413
36000,RENT,5.0,PERSONAL,B,6000,11.49,0.17,N,0,1.9533000000000003
25062,RENT,1.0,EDUCATION,A,4000,7.49,0.16,N,0,1.1984000000000001
50000,RENT,3.0,VENTURE,B,20000,10.75,0.4,N,1,4.3
29856,RENT,6.0,PERSONAL,A,10300,6.62,0.34,N,1,2.2508000000000004
100000,MORTGAGE,4.0,EDUCATION,C,10000,13.61,0.1,Y,0,1.361
80000,MORTGAGE,8.0,VENTURE,D,5000,15.62,0.06,N,0,0.9371999999999999
75000,MORTGAGE,6.0,EDUCATION,B,8000,11.49,0.11,N,0,1.2639
32000,MORTGAGE,0.0,PERSONAL,B,6500,11.83,0.2,N,0,2.366
47000,RENT,0.0,EDUCATION,B,4000,10.74,0.09,N,0,0.9666
60000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,5000,7.51,0.08,N,0,0.6008
40000,RENT,0.0,MEDICAL,A,3000,7.68,0.07,N,0,0.5376000000000001
48000,RENT,1.0,VENTURE,C,15000,13.48,0.31,Y,1,4.1788
150000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4000,6.99,0.03,N,0,0.2097
35000,RENT,0.0,VENTURE,A,10000,7.29,0.29,N,0,2.1140999999999996
60000,OWN,8.0,VENTURE,A,15000,7.9,0.25,N,0,1.975
20000,RENT,2.0,DEBTCONSOLIDATION,C,5000,13.48,0.25,Y,0,3.37
42000,RENT,8.0,MEDICAL,B,9600,11.11,0.23,N,0,2.5553
50000,OWN,5.0,HOMEIMPROVEMENT,A,7000,7.14,0.14,N,0,0.9996
38400,OWN,2.0,VENTURE,B,10000,10.99,0.26,N,0,2.8574
110000,RENT,4.0,DEBTCONSOLIDATION,B,12000,11.12,0.11,N,0,1.2231999999999998
62500,RENT,1.0,EDUCATION,C,12000,13.22,0.19,N,0,2.5118
27600,RENT,0.0,EDUCATION,C,7500,12.73,0.28,Y,1,3.5644000000000005
60000,RENT,0.0,PERSONAL,A,7000,6.03,0.12,N,0,0.7236
66000,MORTGAGE,11.0,PERSONAL,A,10500,8.49,0.16,N,0,1.3584
55000,MORTGAGE,9.0,PERSONAL,B,15000,11.48,0.27,N,0,3.0996
54000,RENT,3.0,DEBTCONSOLIDATION,A,2000,8.49,0.04,N,0,0.3396
110000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,18000,10.37,0.16,N,0,1.6592
70000,RENT,0.0,DEBTCONSOLIDATION,B,15000,11.89,0.21,N,0,2.4969
55000,MORTGAGE,10.0,PERSONAL,A,6000,8.49,0.11,N,0,0.9339000000000001
81600,MORTGAGE,7.0,EDUCATION,A,5000,7.49,0.06,N,0,0.4494
50000,RENT,1.0,VENTURE,A,9000,8.94,0.18,N,0,1.6091999999999997
26400,RENT,5.0,PERSONAL,B,4750,10.62,0.18,N,1,1.9115999999999997
44000,RENT,5.0,HOMEIMPROVEMENT,C,8000,15.23,0.18,N,1,2.7414
