person_income,person_home_ownership,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_status,intent_default_risk
41000,MORTGAGE,2.0,C,9000,13.49,0.23,0,7
25200,RENT,2.0,B,7000,11.48,0.27,0,1
122000,MORTGAGE,13.0,C,10000,12.73,0.08,0,1
64500,MORTGAGE,12.0,A,7500,7.88,0.12,0,5
48000,MORTGAGE,8.0,B,2500,11.49,0.05,0,3
62000,MORTGAGE,6.0,C,8000,12.87,0.13,0,11
38000,MORTGAGE,4.0,B,2000,10.99,0.05,0,5
72000,MORTGAGE,7.0,A,6000,7.49,0.08,0,3
36000,RENT,1.0,A,1400,7.9,0.04,1,3
26000,OWN,2.0,B,10000,9.99,0.38,0,4
80004,MORTGAGE,6.0,A,5500,7.14,0.07,0,1
110000,MORTGAGE,4.0,A,12000,7.49,0.11,0,6
51600,RENT,8.0,C,2500,12.61,0.05,0,2
50000,MORTGAGE,8.0,B,12000,12.21,0.24,0,4
75000,RENT,2.0,B,4000,10.74,0.05,0,2
50000,MORTGAGE,8.0,B,4000,11.49,0.08,0,1
42000,RENT,6.0,B,4000,11.12,0.1,0,6
48000,RENT,8.0,B,8000,10.62,0.17,0,2
33500,RENT,4.0,C,10000,13.49,0.3,0,11
54996,MORTGAGE,7.0,A,5000,7.51,0.09,0,6
120000,MORTGAGE,5.0,A,7600,7.51,0.07,0,3
80000,RENT,3.0,D,12000,14.91,0.15,0,3
85000,MORTGAGE,8.0,A,24000,5.99,0.28,0,6
65000,MORTGAGE,7.0,C,10000,13.49,0.15,0,11
28000,MORTGAGE,8.0,A,7500,7.74,0.27,0,2
30000,RENT,4.0,C,3000,14.65,0.1,0,8
80000,MORTGAGE,8.0,B,12000,10.36,0.15,0,4
60000,MORTGAGE,10.0,A,10000,7.49,0.17,0,3
30000,RENT,1.0,A,6000,7.66,0.2,0,1
112000,MORTGAGE,2.0,B,25000,10.74,0.22,0,4
130000,MORTGAGE,3.0,B,25000,10.75,0.19,0,2
140000,MORTGAGE,12.0,A,12000,7.51,0.09,0,4
50000,RENT,3.0,D,4600,14.54,0.09,0,1
40000,RENT,1.0,C,8000,13.16,0.2,0,12
50000,MORTGAGE,8.0,A,4500,6.62,0.09,0,3
62000,RENT,3.0,B,20000,11.48,0.32,1,2
24000,RENT,0.0,A,4850,8.9,0.2,0,5
95000,MORTGAGE,8.0,C,14000,13.48,0.15,0,5
50000,MORTGAGE,5.0,D,8000,15.62,0.16,0,3
24000,RENT,0.0,C,8000,13.8,0.33,1,1
85000,RENT,8.0,C,15000,13.16,0.18,0,3
60000,MORTGAGE,7.0,C,6000,14.72,0.1,0,12
125000,MORTGAGE,4.0,C,5000,13.49,0.04,0,5
60000,RENT,0.0,C,2000,13.48,0.03,0,4
50000,MORTGAGE,1.0,C,4000,12.87,0.08,0,4
30000,RENT,5.0,B,10000,9.91,0.33,1,6
45000,RENT,3.0,B,6800,10.65,0.15,0,3
72000,MORTGAGE,5.0,C,8000,13.99,0.11,0,3
48000,RENT,8.0,A,10000,7.29,0.21,0,1
80796,MORTGAGE,7.0,C,5000,12.68,0.06,0,8
48000,RENT,5.0,B,2400,11.48,0.05,0,3
39000,RENT,2.0,D,9000,16.0,0.24,1,6
33000,RENT,9.0,C,2150,11.97,0.06,0,11
40000,RENT,5.0,B,10000,11.36,0.25,0,6
56400,RENT,3.0,B,9000,10.96,0.16,0,1
40000,RENT,6.0,B,5000,9.99,0.13,0,5
55000,RENT,3.0,B,6000,10.65,0.11,0,5
35000,RENT,4.0,A,6000,7.91,0.17,0,6
48000,RENT,7.0,B,12000,10.99,0.25,0,2
65000,RENT,2.0,A,7000,7.49,0.11,0,2
38000,OWN,4.0,C,8000,14.79,0.21,0,10
60000,MORTGAGE,7.0,A,5000,5.99,0.08,0,1
100000,MORTGAGE,0.0,B,15000,10.99,0.15,0,4
70000,MORTGAGE,12.0,A,11000,7.51,0.16,0,2
29120,RENT,2.0,B,5000,10.99,0.17,0,2
60000,MORTGAGE,8.0,B,7500,10.51,0.13,0,4
60000,MORTGAGE,11.0,B,4500,9.25,0.07,0,5
63000,RENT,1.0,C,8000,15.27,0.13,0,6
50000,OWN,2.0,B,11000,11.48,0.22,0,4
58000,RENT,0.0,C,6000,13.49,0.1,0,11
78000,OWN,0.0,B,8000,10.99,0.1,0,2
140000,MORTGAGE,14.0,A,18400,7.66,0.13,0,6
38400,RENT,4.0,B,11100,9.63,0.28,0,2
40000,RENT,0.0,A,4500,8.49,0.11,0,2
54780,RENT,6.0,B,3500,11.71,0.07,0,5
30000,RENT,2.0,B,5000,9.25,0.17,0,3
72000,MORTGAGE,10.0,B,5000,11.86,0.07,0,5
45000,RENT,1.0,B,10000,9.91,0.22,0,3
62000,MORTGAGE,2.0,A,9800,7.88,0.15,0,6
102000,MORTGAGE,12.0,A,10000,6.62,0.1,0,2
70000,MORTGAGE,1.0,B,4000,10.99,0.06,0,2
62400,RENT,12.0,B,4800,9.99,0.08,0,3
60000,MORTGAGE,12.0,B,20000,10.99,0.33,0,1
25404,RENT,1.0,C,8400,13.11,0.34,1,10
75000,MORTGAGE,11.0,C,10000,13.48,0.13,0,10
36000,MORTGAGE,2.0,A,3000,5.99,0.08,0,6
83000,RENT,5.0,D,7500,15.05,0.09,1,6
71000,MORTGAGE,11.0,B,10000,12.42,0.14,0,5
38000,RENT,2.0,B,4000,12.69,0.11,0,6
36996,RENT,0.0,B,5000,9.99,0.14,0,5
30000,RENT,1.0,E,7000,18.64,0.23,1,8
64000,MORTGAGE,7.0,C,8000,12.99,0.13,0,2
87500,RENT,3.0,B,20000,9.91,0.24,0,1
38000,RENT,2.0,B,6000,10.25,0.16,0,3
101000,RENT,0.0,B,20000,10.65,0.2,0,5
72000,MORTGAGE,8.0,A,8000,6.99,0.11,0,1
130000,RENT,7.0,A,12000,7.29,0.09,0,6
60000,MORTGAGE,2.0,A,9600,7.88,0.16,0,5
42000,MORTGAGE,31.0,B,11000,11.49,0.26,0,1
90000,MORTGAGE,8.0,A,6000,7.66,0.07,0,6
48000,MORTGAGE,13.0,A,5000,7.51,0.1,0,3
38004,RENT,4.0,C,5000,13.35,0.13,0,5
80000,MORTGAGE,1.0,A,12000,5.99,0.15,0,6
175000,MORTGAGE,11.0,A,17000,7.9,0.1,0,6
63000,MORTGAGE,5.0,B,18000,12.42,0.29,0,6
37000,MORTGAGE,7.0,A,6000,6.03,0.16,0,4
85000,MORTGAGE,4.0,A,10000,7.88,0.12,0,1
33000,MORTGAGE,10.0,A,4800,7.49,0.15,0,2
28000,OWN,3.0,D,4000,14.61,0.14,0,8
75000,RENT,8.0,C,9000,13.23,0.12,0,8
82500,RENT,0.0,A,7200,8.9,0.09,0,6
85224,RENT,0.0,B,1500,11.83,0.02,0,1
60000,RENT,11.0,B,10000,10.65,0.17,0,4
90000,MORTGAGE,5.0,A,2800,7.9,0.03,0,3
120000,MORTGAGE,6.0,A,12000,5.79,0.1,0,3
52000,RENT,2.0,B,5000,10.36,0.1,0,6
80000,RENT,3.0,B,16000,9.99,0.2,0,2
55000,RENT,8.0,C,12000,12.84,0.22,0,5
48500,RENT,3.0,B,20000,12.53,0.41,1,3
60000,RENT,3.0,D,9000,15.65,0.15,0,4
85000,RENT,8.0,B,6000,11.99,0.07,0,5
72000,RENT,6.0,C,16000,14.27,0.22,0,2
60000,MORTGAGE,3.0,A,10000,7.51,0.17,0,3
83000,MORTGAGE,3.0,B,18000,10.99,0.21,0,5
67000,RENT,3.0,A,1800,6.76,0.03,0,1
47900,OWN,1.0,C,13000,13.47,0.27,0,7
40000,MORTGAGE,2.0,B,9000,10.25,0.23,0,2
95000,RENT,5.0,D,20000,14.61,0.21,0,7
40000,RENT,0.0,C,12000,13.16,0.3,0,5
65000,RENT,3.0,A,15000,6.54,0.23,0,6
51600,RENT,6.0,B,7500,9.63,0.16,0,2
50400,RENT,6.0,C,9000,13.49,0.18,0,12
90000,RENT,4.0,B,6000,11.86,0.07,0,5
130000,RENT,7.0,B,21000,10.62,0.16,0,2
35600,RENT,3.0,A,6000,7.29,0.17,1,1
38970,MORTGAGE,7.0,A,10000,9.32,0.26,0,1
74000,MORTGAGE,11.0,E,10000,18.79,0.14,0,9
45000,MORTGAGE,6.0,B,4000,11.49,0.09,0,3
85000,MORTGAGE,16.0,A,8000,7.49,0.09,0,3
38004,RENT,5.0,B,18000,11.11,0.47,1,2
72600,RENT,5.0,B,4500,9.99,0.06,0,1
24996,RENT,0.0,B,7000,11.89,0.28,0,6
53000,RENT,5.0,C,7000,13.85,0.13,0,5
35000,OWN,5.0,A,5000,7.51,0.14,0,1
90000,OWN,5.0,C,10000,14.27,0.11,0,9
75000,MORTGAGE,5.0,B,10000,11.49,0.13,0,2
175000,MORTGAGE,4.0,C,15000,14.79,0.06,0,12
140004,RENT,7.0,C,4800,14.22,0.03,0,12
45000,RENT,0.0,C,4000,12.53,0.09,0,5
50000,RENT,5.0,A,8000,7.49,0.16,0,2
30000,RENT,0.0,A,2000,6.91,0.07,0,2
25200,RENT,0.0,C,3000,14.35,0.12,0,6
100000,RENT,0.0,A,10000,7.49,0.1,0,5
40000,RENT,0.0,C,12000,13.22,0.3,0,8
95000,RENT,1.0,B,12000,10.99,0.13,0,3
58000,MORTGAGE,10.0,E,12000,14.18,0.21,0,4
66500,MORTGAGE,13.0,D,15000,14.61,0.21,1,12
32000,RENT,2.0,B,9000,11.49,0.28,0,5
45000,RENT,0.0,A,5000,6.91,0.11,0,3
33996,RENT,4.0,D,1600,15.31,0.05,0,9
54586,RENT,5.0,B,19000,11.14,0.35,1,2
20000,OWN,2.0,D,2500,15.58,0.13,0,8
65000,RENT,4.0,B,20000,10.75,0.31,1,5
51000,MORTGAGE,0.0,A,3000,6.03,0.06,0,4
95000,RENT,2.0,B,5000,9.62,0.05,0,6
45180,RENT,1.0,C,5000,13.98,0.11,0,3
80000,MORTGAGE,2.0,B,6000,10.99,0.07,0,2
60000,MORTGAGE,12.0,B,8000,11.12,0.13,0,4
39996,MORTGAGE,2.0,B,3000,9.91,0.08,0,3
24000,OWN,6.0,B,5000,10.62,0.21,0,1
60000,RENT,0.0,C,9000,13.48,0.15,0,7
40000,RENT,2.0,C,7000,14.35,0.17,0,9
151000,MORTGAGE,4.0,C,35000,13.49,0.22,0,6
120000,MORTGAGE,12.0,A,12000,5.42,0.1,0,1
106000,RENT,15.0,D,10000,14.96,0.09,1,12
60000,MORTGAGE,7.0,B,10000,9.88,0.17,0,2
57600,RENT,5.0,D,13000,15.65,0.23,0,1
30000,RENT,1.0,D,10000,15.05,0.33,1,12
62000,MORTGAGE,7.0,A,12500,7.66,0.21,0,3
29100,MORTGAGE,7.0,D,11225,14.42,0.36,1,12
37000,RENT,2.0,A,2000,5.42,0.05,0,1
120000,MORTGAGE,1.0,B,7500,10.36,0.06,0,4
50000,RENT,7.0,B,5800,8.88,0.11,0,5
108000,RENT,4.0,B,10000,12.21,0.09,0,4
67000,RENT,7.0,B,20000,11.11,0.3,0,3
59000,RENT,3.0,C,13000,13.8,0.22,0,7
40000,RENT,2.0,A,10000,8.49,0.25,0,1
45000,MORTGAGE,2.0,A,4450,7.51,0.1,0,5
77052,RENT,1.0,C,8000,12.84,0.11,0,9
40000,RENT,1.0,A,7500,5.79,0.19,0,6
110000,MORTGAGE,5.0,A,6000,7.51,0.05,0,3
50000,MORTGAGE,0.0,D,10000,15.7,0.2,0,2
57500,RENT,0.0,A,2000,6.91,0.03,0,5
50000,RENT,4.0,B,3600,10.99,0.07,0,5
54000,RENT,1.0,B,13000,10.65,0.24,0,4
45000,RENT,12.0,B,1800,11.11,0.04,0,1
73500,MORTGAGE,3.0,B,15000,12.18,0.19,0,1
49000,OWN,6.0,D,4000,14.96,0.08,0,11
65000,MORTGAGE,7.0,A,12000,7.51,0.18,0,3
43000,OWN,5.0,C,10000,13.49,0.23,0,7
60000,MORTGAGE,5.0,A,4000,5.42,0.07,0,6
54996,RENT,4.0,B,8000,10.37,0.15,0,2
43000,RENT,1.0,B,12400,12.53,0.28,0,5
120000,MORTGAGE,9.0,A,17000,7.49,0.14,0,6
30000,RENT,2.0,B,4200,10.99,0.14,0,2
75000,MORTGAGE,6.0,B,14350,10.65,0.19,0,6
70000,MORTGAGE,12.0,B,12000,11.71,0.17,0,3
28800,RENT,0.0,A,3175,6.03,0.11,0,5
30000,RENT,0.0,C,6000,12.87,0.2,0,8
30000,OWN,10.0,D,6000,14.74,0.2,0,9
140000,MORTGAGE,9.0,C,5600,12.99,0.04,0,9
32000,RENT,0.0,A,2000,7.51,0.06,0,5
48000,RENT,7.0,B,4650,12.69,0.1,0,1
40000,OWN,4.0,C,3600,13.47,0.09,0,1
44000,MORTGAGE,5.0,A,15000,8.9,0.34,0,2
100000,MORTGAGE,1.0,C,15000,14.65,0.15,0,4
75000,RENT,7.0,A,20000,6.91,0.27,0,5
43000,RENT,0.0,B,4000,9.91,0.09,0,3
42765,OWN,3.0,B,18000,8.88,0.42,0,2
24000,RENT,8.0,C,2000,14.79,0.08,0,11
54000,RENT,2.0,E,13000,14.18,0.24,1,4
71400,MORTGAGE,2.0,E,12250,15.95,0.14,1,5
45000,MORTGAGE,8.0,D,13000,15.31,0.29,0,2
40000,MORTGAGE,3.0,B,6000,10.0,0.15,0,6
170000,RENT,0.0,B,6500,11.11,0.04,0,3
60000,RENT,0.0,A,12000,8.9,0.2,0,4
63000,RENT,4.0,B,12000,11.71,0.19,0,6
47208,RENT,0.0,C,3000,13.92,0.06,0,7
54000,RENT,0.0,E,10000,14.5,0.19,1,9
50000,OWN,1.0,C,8000,13.49,0.16,0,1
64000,RENT,4.0,B,10000,11.14,0.16,1,4
75000,MORTGAGE,7.0,C,4500,12.73,0.06,0,6
80000,MORTGAGE,7.0,A,7500,6.03,0.09,0,3
57000,MORTGAGE,3.0,B,15000,10.39,0.26,0,2
70500,MORTGAGE,5.0,A,7500,8.59,0.11,0,6
50000,MORTGAGE,6.0,A,6000,8.9,0.12,0,5
66000,RENT,5.0,C,15000,13.61,0.23,0,2
32400,RENT,5.0,A,4600,7.88,0.14,0,4
59000,RENT,0.0,E,16000,16.45,0.27,1,2
100000,MORTGAGE,9.0,B,2000,9.99,0.02,0,1
54000,MORTGAGE,6.0,C,5000,12.98,0.09,0,12
47000,MORTGAGE,8.0,B,6000,9.99,0.13,0,4
30000,RENT,3.0,B,8000,11.11,0.27,1,4
44000,RENT,10.0,E,7000,16.82,0.16,1,6
85000,MORTGAGE,8.0,B,7200,9.88,0.08,0,6
40000,RENT,10.0,C,15000,13.16,0.38,1,8
112455,RENT,3.0,B,6500,9.99,0.06,0,6
95000,MORTGAGE,3.0,C,35000,15.23,0.37,0,2
54000,MORTGAGE,2.0,A,4000,5.42,0.07,0,6
24000,OWN,3.0,C,6000,12.99,0.25,0,5
72000,MORTGAGE,5.0,B,12250,11.36,0.17,0,6
50400,RENT,7.0,A,5000,8.59,0.1,0,6
33504,RENT,11.0,C,12000,13.99,0.36,0,3
30852,RENT,4.0,A,11200,7.29,0.36,1,2
38400,RENT,1.0,B,10000,10.59,0.26,0,5
52000,RENT,3.0,B,6000,10.59,0.12,0,3
38000,RENT,8.0,B,12000,9.91,0.32,1,3
54000,OWN,5.0,D,19000,14.54,0.36,1,5
50343,OWN,11.0,A,6000,5.79,0.12,0,3
58800,RENT,5.0,B,6500,10.36,0.11,0,2
60000,MORTGAGE,6.0,A,5000,7.88,0.08,0,2
24000,RENT,0.0,A,4000,7.14,0.17,0,5
36000,MORTGAGE,3.0,A,6000,7.49,0.17,0,3
35000,MORTGAGE,0.0,A,14000,8.9,0.4,0,2
31000,OTHER,0.0,B,8000,11.48,0.26,1,1
50000,OWN,0.0,B,2000,11.48,0.04,0,2
50000,MORTGAGE,5.0,A,2000,6.39,0.04,0,5
58000,RENT,0.0,B,9600,11.71,0.17,0,5
60000,RENT,9.0,B,2000,9.91,0.03,0,1
60000,RENT,0.0,B,2000,9.25,0.03,0,5
57600,RENT,0.0,C,8000,14.65,0.14,0,5
69000,RENT,9.0,D,12000,16.77,0.17,1,6
70000,MORTGAGE,3.0,B,5600,10.95,0.08,0,5
50000,MORTGAGE,2.0,A,2000,5.79,0.04,0,3
52000,RENT,2.0,B,12800,10.99,0.25,0,4
45000,RENT,0.0,C,5000,12.87,0.11,0,1
70000,RENT,2.0,B,17000,11.71,0.24,0,6
65000,RENT,0.0,A,10000,6.91,0.15,0,1
42000,RENT,0.0,B,5000,10.59,0.12,0,5
55000,RENT,9.0,C,12000,13.11,0.22,0,6
62000,MORTGAGE,7.0,A,3500,7.49,0.06,0,2
55000,MORTGAGE,5.0,A,9000,5.79,0.16,0,1
60000,MORTGAGE,6.0,D,12000,16.77,0.2,0,9
115000,MORTGAGE,3.0,A,4800,6.03,0.04,0,4
60000,OWN,4.0,C,10000,14.27,0.17,0,1
50000,MORTGAGE,7.0,B,5000,9.99,0.1,0,2
60000,MORTGAGE,3.0,B,20000,11.36,0.33,0,2
51996,MORTGAGE,8.0,A,2000,6.17,0.04,0,6
72645,MORTGAGE,12.0,C,6250,12.99,0.09,0,1
120000,MORTGAGE,5.0,C,10000,13.35,0.08,0,3
55000,MORTGAGE,10.0,A,4000,6.62,0.07,0,4
93000,MORTGAGE,9.0,D,15000,16.77,0.16,1,12
60000,RENT,3.0,B,5000,10.65,0.08,0,4
40000,RENT,6.0,A,3000,5.42,0.07,0,5
130000,MORTGAGE,8.0,A,10000,5.79,0.08,0,2
60000,MORTGAGE,0.0,C,12500,13.57,0.21,0,12
30000,RENT,2.0,A,3000,7.51,0.1,0,2
48000,MORTGAGE,4.0,C,5000,13.48,0.1,0,10
48996,RENT,5.0,B,5000,10.37,0.1,0,5
37000,RENT,1.0,D,2000,17.27,0.05,1,12
80000,MORTGAGE,5.0,B,5000,11.86,0.06,0,6
90000,MORTGAGE,11.0,B,20000,8.88,0.22,0,1
62000,RENT,16.0,A,7000,5.42,0.11,0,1
45000,MORTGAGE,16.0,A,6000,7.51,0.13,0,3
78000,MORTGAGE,4.0,A,6000,6.99,0.08,0,5
63600,RENT,1.0,B,5000,10.39,0.08,0,6
38500,MORTGAGE,8.0,A,3000,6.76,0.08,0,5
51996,RENT,1.0,B,12000,10.74,0.23,0,2
42900,MORTGAGE,5.0,A,2000,6.91,0.05,0,4
41300,MORTGAGE,7.0,B,10000,11.71,0.24,0,2
66300,MORTGAGE,3.0,C,18125,14.72,0.28,0,12
70000,MORTGAGE,7.0,C,10000,14.27,0.14,0,2
49000,MORTGAGE,10.0,D,3000,15.21,0.06,1,8
54000,RENT,1.0,A,4500,7.14,0.08,0,2
60000,OWN,5.0,A,10000,8.49,0.17,0,5
42000,RENT,3.0,C,5000,14.22,0.12,0,11
30000,OWN,6.0,B,2500,11.11,0.08,0,1
37200,RENT,0.0,A,7000,7.9,0.19,0,2
80000,RENT,7.0,B,12000,11.99,0.15,0,5
34000,RENT,6.0,B,10000,9.63,0.29,1,5
45000,MORTGAGE,1.0,B,6000,11.71,0.13,0,2
80000,MORTGAGE,8.0,A,15000,7.9,0.19,0,3
78000,MORTGAGE,7.0,A,12000,6.03,0.15,0,6
65000,RENT,2.0,C,8000,13.72,0.12,0,3
120000,MORTGAGE,8.0,B,23450,10.99,0.2,0,2
102000,MORTGAGE,7.0,A,25000,7.49,0.25,0,5
120000,RENT,4.0,A,25000,8.49,0.2,0,6
35000,RENT,2.0,B,5000,11.36,0.14,0,3
48000,RENT,3.0,B,2500,12.53,0.05,0,3
65000,RENT,0.0,A,10000,5.79,0.15,0,6
41000,RENT,0.0,D,6000,14.84,0.15,1,9
70000,RENT,5.0,C,4000,13.98,0.06,0,5
46800,MORTGAGE,14.0,A,6000,6.99,0.13,0,3
58617,MORTGAGE,3.0,A,5400,6.03,0.08,0,5
60000,RENT,6.0,B,15000,11.71,0.25,0,1
35000,RENT,5.0,A,3000,7.29,0.09,0,5
36000,RENT,12.0,C,8400,14.72,0.23,0,11
45000,RENT,1.0,A,5000,6.54,0.11,0,1
100000,MORTGAGE,6.0,A,10000,7.88,0.1,0,4
90000,MORTGAGE,9.0,A,7000,5.79,0.08,0,5
30000,RENT,23.0,A,9000,7.51,0.3,1,3
45000,RENT,18.0,B,8800,11.36,0.2,0,1
60000,RENT,8.0,A,2000,5.42,0.03,0,6
85000,RENT,1.0,A,10000,7.29,0.12,0,2
56500,MORTGAGE,20.0,D,3000,14.59,0.05,1,6
54000,MORTGAGE,6.0,D,12000,16.29,0.22,1,6
84000,MORTGAGE,0.0,B,17500,10.25,0.21,0,5
58000,MORTGAGE,6.0,D,7000,14.91,0.12,0,10
54000,RENT,3.0,D,10000,14.96,0.19,0,8
40000,RENT,7.0,D,15000,16.07,0.38,1,11
60000,RENT,4.0,B,12500,10.25,0.21,0,3
39000,RENT,4.0,B,3000,10.99,0.08,0,5
100000,RENT,4.0,A,10000,7.49,0.1,0,1
150000,MORTGAGE,5.0,A,10000,7.9,0.07,0,2
28500,MORTGAGE,6.0,A,2100,7.74,0.07,0,2
34000,RENT,2.0,B,11000,12.21,0.31,1,5
54000,MORTGAGE,2.0,C,5750,12.87,0.1,0,1
85000,RENT,2.0,B,10000,10.75,0.11,0,2
39600,MORTGAGE,8.0,A,3000,5.42,0.08,0,5
40000,RENT,2.0,B,3000,11.71,0.07,0,1
24000,RENT,0.0,D,6000,15.62,0.25,1,3
85000,MORTGAGE,8.0,A,12000,7.49,0.14,0,2
90000,MORTGAGE,15.0,B,10000,11.86,0.11,0,2
65000,MORTGAGE,3.0,B,10500,11.71,0.16,0,4
60000,RENT,0.0,C,5000,13.48,0.08,0,1
78000,MORTGAGE,6.0,C,10000,13.99,0.13,1,10
29140,RENT,1.0,C,2250,12.73,0.08,0,1
40000,RENT,1.0,B,7000,12.53,0.17,0,5
86000,MORTGAGE,6.0,A,6000,7.49,0.07,1,3
80000,RENT,5.0,B,5000,11.49,0.06,0,5
60000,RENT,3.0,A,7000,6.92,0.12,0,2
61200,MORTGAGE,15.0,A,6000,7.51,0.1,0,5
75000,RENT,6.0,A,9000,6.17,0.12,0,4
63996,MORTGAGE,6.0,C,15000,12.84,0.24,0,6
80004,MORTGAGE,1.0,B,15000,11.86,0.19,0,2
60000,RENT,5.0,A,8000,6.03,0.13,0,5
60000,MORTGAGE,4.0,C,7200,12.73,0.12,0,8
48996,RENT,0.0,F,3000,17.58,0.06,1,4
54000,RENT,4.0,B,2500,11.49,0.05,0,5
58650,RENT,8.0,D,10000,14.11,0.14,1,5
50000,RENT,0.0,B,8000,10.36,0.16,0,6
57000,MORTGAGE,9.0,B,4500,11.83,0.08,0,1
60000,RENT,6.0,D,15000,15.31,0.25,0,9
117000,MORTGAGE,7.0,A,10000,7.88,0.09,0,1
48000,RENT,10.0,D,5000,16.29,0.1,0,7
66000,MORTGAGE,7.0,A,12000,8.59,0.18,0,1
90000,MORTGAGE,2.0,B,6000,10.25,0.07,0,6
90000,RENT,2.0,B,15000,9.91,0.17,0,1
34000,RENT,9.0,A,8500,5.79,0.25,0,1
42000,OWN,3.0,B,10000,10.99,0.24,0,1
42000,RENT,0.0,B,4000,11.12,0.1,0,3
60000,MORTGAGE,1.0,C,13000,13.98,0.22,0,11
73000,MORTGAGE,0.0,B,15000,11.83,0.21,0,1
96000,MORTGAGE,7.0,A,5000,6.99,0.05,0,1
66000,MORTGAGE,9.0,D,15000,14.42,0.23,0,7
45000,RENT,0.0,D,20500,15.33,0.5,1,9
140000,MORTGAGE,11.0,B,10000,10.59,0.07,0,6
33900,RENT,7.0,D,10000,18.25,0.29,1,2
30000,RENT,11.0,A,3600,7.29,0.12,0,5
50000,MORTGAGE,2.0,B,6000,11.11,0.12,0,6
97000,MORTGAGE,0.0,B,10000,11.71,0.1,0,1
65004,MORTGAGE,3.0,A,2000,5.99,0.03,0,5
54000,RENT,4.0,B,5000,11.11,0.09,0,6
61200,MORTGAGE,2.0,A,9000,7.88,0.15,0,2
34500,RENT,2.0,D,12000,16.89,0.35,1,6
35000,RENT,3.0,B,12000,11.71,0.34,1,2
42000,RENT,1.0,A,2000,7.66,0.05,0,5
35000,RENT,1.0,A,1500,7.29,0.04,0,1
42000,RENT,2.0,A,7200,8.59,0.17,0,3
65000,RENT,1.0,D,7000,14.59,0.11,1,2
70000,MORTGAGE,9.0,A,6000,7.51,0.09,0,3
90000,RENT,0.0,C,10000,12.68,0.11,0,8
105000,MORTGAGE,2.0,A,12000,7.29,0.11,0,6
46000,MORTGAGE,20.0,A,8000,7.51,0.17,1,2
34000,MORTGAGE,4.0,C,8400,13.57,0.25,0,2
30000,RENT,4.0,A,6500,6.99,0.22,0,2
115000,MORTGAGE,5.0,C,10000,13.92,0.09,0,4
110000,RENT,5.0,C,20000,13.16,0.18,0,3
21000,RENT,2.0,A,4500,6.76,0.21,0,2
51600,MORTGAGE,1.0,B,5000,9.99,0.1,0,1
29000,RENT,3.0,A,10625,6.62,0.36,1,2
50000,RENT,1.0,A,4000,7.88,0.08,0,2
85000,MORTGAGE,4.0,C,10000,13.35,0.12,0,8
33000,RENT,2.0,A,4000,5.99,0.12,0,6
60000,MORTGAGE,1.0,A,7000,7.51,0.12,0,2
83004,RENT,2.0,A,28000,7.9,0.34,1,3
50000,RENT,0.0,A,13000,7.88,0.26,0,1
37000,RENT,2.0,E,15000,17.19,0.41,1,5
14400,RENT,3.0,B,2000,10.65,0.14,0,1
38400,RENT,5.0,B,10000,11.71,0.26,0,2
49872,RENT,3.0,C,5000,12.53,0.1,0,11
57000,RENT,9.0,A,6000,5.79,0.11,0,4
47000,RENT,5.0,B,14400,8.88,0.31,1,5
80000,RENT,5.0,A,6000,8.9,0.07,0,6
28800,RENT,0.0,A,11000,6.62,0.38,1,2
72000,MORTGAGE,0.0,B,5000,10.74,0.07,1,6
36000,RENT,3.0,B,8000,10.59,0.22,0,3
32000,RENT,0.0,C,7000,13.23,0.23,0,1
50000,MORTGAGE,2.0,B,10000,9.91,0.2,0,5
80000,RENT,4.0,B,8000,11.71,0.1,0,3
25000,RENT,2.0,B,2500,10.99,0.1,0,5
31200,OWN,5.0,E,6000,19.03,0.19,1,2
68400,MORTGAGE,0.0,C,10000,14.72,0.15,1,6
105897,MORTGAGE,9.0,A,19200,7.88,0.17,0,5
90000,RENT,5.0,B,12000,12.42,0.13,0,2
60000,MORTGAGE,5.0,B,16800,10.99,0.28,0,3
40000,RENT,3.0,B,15000,11.14,0.38,1,1
47000,RENT,4.0,A,10000,9.32,0.21,0,5
65000,RENT,3.0,B,8000,11.71,0.12,0,3
35416,RENT,8.0,C,2000,13.16,0.06,0,8
65000,RENT,1.0,B,10000,10.68,0.15,0,3
50129,MORTGAGE,7.0,A,11500,7.29,0.23,0,5
34000,RENT,3.0,D,2000,14.61,0.06,1,5
24000,RENT,4.0,C,6000,12.99,0.25,0,8
80000,RENT,11.0,B,7500,9.91,0.09,0,5
54000,RENT,1.0,D,10500,15.58,0.19,1,3
90636,MORTGAGE,4.0,C,17000,13.85,0.19,0,8
52800,RENT,2.0,C,6000,12.87,0.11,0,10
38400,RENT,9.0,A,14500,7.29,0.38,1,6
75000,RENT,7.0,B,7000,10.99,0.09,0,5
50000,RENT,3.0,A,9600,6.99,0.19,0,1
30000,RENT,0.0,A,5000,7.74,0.17,0,3
65004,RENT,7.0,A,15000,8.49,0.22,0,2
175000,RENT,7.0,B,25000,11.12,0.14,0,1
42000,RENT,4.0,B,12000,10.36,0.29,0,1
60000,MORTGAGE,0.0,A,3000,5.99,0.05,0,6
50000,RENT,6.0,A,6000,7.88,0.12,0,6
30000,RENT,2.0,B,2000,11.49,0.07,0,1
50000,RENT,0.0,A,5000,9.32,0.1,0,1
30000,RENT,2.0,C,13000,13.11,0.43,1,9
